index,filename,path,slope,observed_slope,residual_variance,n,sigma,version,trend_category,size_category,dot_size_px,out_of_bounds_retries,sign_mismatch_retries,range_reject_retries,x_values,y_values
17,stim_0017.png,stim_0017.png,-0.1405,-0.150518,0.019306,12,0.15,1,Trend_Down,Small,11,0,0,0,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.593729,0.398347,0.649622,0.691968,0.516137,0.351003,0.736141,0.308887,0.276164,0.588481,0.419216,0.470304"
18,stim_0018.png,stim_0018.png,-0.1405,-0.14941,0.013476,12,0.15,2,Trend_Down,Small,11,0,1,5,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.748625,0.547131,0.442642,0.491440,0.537138,0.435681,0.492161,0.463720,0.591519,0.185315,0.485915,0.578713"
19,stim_0019.png,stim_0019.png,-0.1405,-0.148604,0.015832,12,0.15,3,Trend_Down,Small,11,0,3,6,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.432341,0.433028,0.667464,0.719433,0.480991,0.770334,0.365058,0.423491,0.457973,0.432046,0.336984,0.480857"
20,stim_0020.png,stim_0020.png,-0.1405,-0.123938,0.020453,12,0.15,4,Trend_Down,Small,11,0,3,12,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.745325,0.539864,0.423188,0.499466,0.417506,0.355485,0.595444,0.465823,0.566627,0.430732,0.752240,0.208298"
21,stim_0021.png,stim_0021.png,-0.1405,-0.155321,0.020548,12,0.15,5,Trend_Down,Small,11,0,4,22,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.610825,0.363449,0.612843,0.624575,0.690363,0.594090,0.527964,0.232672,0.422040,0.254079,0.411564,0.655536"
22,stim_0022.png,stim_0022.png,-0.1405,-0.141476,0.014394,12,0.15,6,Trend_Down,Small,11,0,1,4,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.524445,0.486248,0.757051,0.491258,0.419526,0.382216,0.590000,0.686600,0.421854,0.350660,0.571039,0.319104"
23,stim_0023.png,stim_0023.png,-0.1405,-0.13232,0.024142,12,0.15,7,Trend_Down,Small,11,0,0,1,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.517608,0.781394,0.287870,0.609323,0.549491,0.735552,0.297289,0.318246,0.385332,0.465688,0.640575,0.411633"
24,stim_0024.png,stim_0024.png,-0.1405,-0.157904,0.024368,14,0.15,0,Trend_Down,Small,11,0,0,4,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.707278,0.438745,0.665894,0.642263,0.513668,0.470145,0.668823,0.114840,0.346415,0.328383,0.477475,0.577377,0.668549,0.380146"
25,stim_0025.png,stim_0025.png,-0.1405,-0.133981,0.017445,14,0.15,1,Trend_Down,Small,11,0,2,8,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.410964,0.638588,0.492876,0.668306,0.615935,0.441243,0.487818,0.378744,0.715990,0.645543,0.259887,0.265199,0.501644,0.477261"
26,stim_0026.png,stim_0026.png,-0.1405,-0.144531,0.01206,14,0.15,2,Trend_Down,Small,11,0,14,54,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.751042,0.577277,0.653269,0.480660,0.291118,0.454029,0.397850,0.549101,0.395397,0.623001,0.362127,0.485122,0.488384,0.491622"
27,stim_0027.png,stim_0027.png,-0.1405,-0.136859,0.021384,14,0.15,3,Trend_Down,Small,11,0,5,35,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.786816,0.418879,0.372965,0.612986,0.639279,0.591383,0.366607,0.307554,0.560375,0.456513,0.317701,0.647876,0.634467,0.286599"
28,stim_0028.png,stim_0028.png,-0.1405,-0.148394,0.014484,14,0.15,4,Trend_Down,Small,11,0,0,1,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.508384,0.720860,0.237050,0.682069,0.517475,0.551427,0.516387,0.677917,0.400528,0.552120,0.394118,0.428755,0.407456,0.405454"
29,stim_0029.png,stim_0029.png,-0.1405,-0.156422,0.016182,14,0.15,5,Trend_Down,Small,11,0,1,14,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.492509,0.449957,0.571106,0.610197,0.510987,0.698322,0.461932,0.766826,0.316001,0.538141,0.477941,0.290886,0.283054,0.532142"
30,stim_0030.png,stim_0030.png,-0.1405,-0.148743,0.01815,14,0.15,6,Trend_Down,Small,11,0,2,9,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.850719,0.607639,0.384340,0.500028,0.393744,0.585043,0.455299,0.513693,0.384542,0.463873,0.213278,0.489926,0.632786,0.525089"
31,stim_0031.png,stim_0031.png,-0.1405,-0.132342,0.010462,14,0.15,7,Trend_Down,Small,11,0,1,17,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.596202,0.628207,0.537633,0.627324,0.511813,0.334508,0.413445,0.413993,0.527326,0.599140,0.520825,0.247973,0.587601,0.454009"
32,stim_0032.png,stim_0032.png,-0.1405,-0.152727,0.028275,16,0.15,0,Trend_Down,Big,11,0,0,4,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.777339,0.663999,0.244150,0.560575,0.644149,0.621584,0.257355,0.372889,0.331012,0.780894,0.546978,0.552619,0.325830,0.259613,0.559583,0.501431"
33,stim_0033.png,stim_0033.png,-0.1405,-0.126053,0.029431,16,0.15,1,Trend_Down,Big,11,0,1,15,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.721568,0.329023,1.002298,0.405986,0.366273,0.305985,0.381827,0.462799,0.632455,0.517801,0.604471,0.466119,0.520802,0.364085,0.586552,0.331954"
34,stim_0034.png,stim_0034.png,-0.1405,-0.136721,0.012952,16,0.15,2,Trend_Down,Big,11,0,1,7,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.503929,0.596970,0.634193,0.381759,0.538642,0.552653,0.489392,0.486045,0.563792,0.637097,0.245113,0.571060,0.622060,0.508712,0.449870,0.218713"
35,stim_0035.png,stim_0035.png,-0.1405,-0.149433,0.03016,16,0.15,3,Trend_Down,Big,11,0,1,25,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.944557,0.575429,0.680560,0.201187,0.304481,0.416955,0.569557,0.725758,0.364138,0.362857,0.487774,0.435225,0.448441,0.382644,0.433864,0.666574"
36,stim_0036.png,stim_0036.png,-0.1405,-0.148764,0.023197,16,0.15,4,Trend_Down,Big,11,0,0,1,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.593823,0.415265,0.751589,0.676590,0.325148,0.599647,0.695971,0.228130,0.681654,0.248278,0.462818,0.392596,0.529372,0.516900,0.331678,0.550542"
37,stim_0037.png,stim_0037.png,-0.1405,-0.131359,0.016636,16,0.15,5,Trend_Down,Big,11,0,1,2,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.513689,0.314121,0.718174,0.468248,0.496454,0.452693,0.702482,0.625896,0.452901,0.567440,0.611416,0.516981,0.553825,0.508015,0.224301,0.273363"
38,stim_0038.png,stim_0038.png,-0.1405,-0.143449,0.015244,16,0.15,6,Trend_Down,Big,11,0,1,2,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.643593,0.455793,0.370301,0.639462,0.590614,0.494434,0.560759,0.708184,0.596704,0.225956,0.507313,0.451887,0.587099,0.297210,0.343166,0.527525"
39,stim_0039.png,stim_0039.png,-0.1405,-0.132254,0.01929,16,0.15,7,Trend_Down,Big,11,0,0,0,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.447305,0.835630,0.639180,0.570891,0.379637,0.460701,0.394520,0.768022,0.338223,0.320417,0.499845,0.358647,0.459647,0.418740,0.511175,0.597421"
40,stim_0040.png,stim_0040.png,-0.1405,-0.127552,0.025948,18,0.15,0,Trend_Down,Big,11,0,1,6,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.866720,0.638734,0.517198,0.649403,0.448206,0.297598,0.338022,0.581622,0.209335,0.435855,0.360943,0.477677,0.605041,0.560495,0.553064,0.493120,0.723180,0.243787"
41,stim_0041.png,stim_0041.png,-0.1405,-0.145392,0.02675,18,0.15,1,Trend_Down,Big,11,0,0,3,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.764511,0.401966,0.582640,0.682072,0.352499,0.526472,0.785028,0.403418,0.363987,0.600610,0.639695,0.340174,0.186798,0.339469,0.258854,0.559488,0.570215,0.642104"
42,stim_0042.png,stim_0042.png,-0.1405,-0.155547,0.011752,18,0.15,2,Trend_Down,Big,11,0,1,3,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.593540,0.598377,0.628455,0.492441,0.742691,0.490927,0.465287,0.281664,0.533813,0.602084,0.407677,0.305099,0.477388,0.468809,0.446682,0.619203,0.321022,0.524840"
43,stim_0043.png,stim_0043.png,-0.1405,-0.128571,0.01332,18,0.15,3,Trend_Down,Big,11,0,2,4,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.483394,0.477058,0.459108,0.585693,0.484864,0.632449,0.518011,0.531808,0.617871,0.439052,0.535007,0.521299,0.767770,0.619040,0.425023,0.224651,0.332996,0.344904"
44,stim_0044.png,stim_0044.png,-0.1405,-0.156396,0.027478,18,0.15,4,Trend_Down,Big,11,0,0,1,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.618242,0.864093,0.587674,0.277248,0.398689,0.428819,0.566158,0.361552,0.843318,0.352622,0.704836,0.475986,0.222403,0.474882,0.440148,0.335547,0.549384,0.498401"
45,stim_0045.png,stim_0045.png,-0.1405,-0.142674,0.020659,18,0.15,5,Trend_Down,Big,11,0,1,14,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.495189,0.565900,0.322236,0.656372,0.587210,0.512249,0.716532,0.623806,0.624514,0.343237,0.606116,0.215807,0.321740,0.644492,0.558219,0.420620,0.563481,0.222280"
46,stim_0046.png,stim_0046.png,-0.1405,-0.145761,0.01804,18,0.15,6,Trend_Down,Big,11,0,4,31,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.743446,0.434480,0.717796,0.626554,0.544103,0.404721,0.303344,0.461677,0.389452,0.530502,0.327527,0.588057,0.455858,0.729914,0.503138,0.562966,0.237276,0.439188"
47,stim_0047.png,stim_0047.png,-0.1405,-0.155737,0.021501,18,0.15,7,Trend_Down,Big,11,0,1,12,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.639679,0.785867,0.340685,0.606436,0.409713,0.396692,0.758252,0.292734,0.495842,0.714485,0.567273,0.375975,0.390185,0.481315,0.273515,0.399877,0.633324,0.438149"
48,stim_0048.png,stim_0048.png,-0.1405,-0.144017,0.026516,20,0.15,0,Trend_Down,Big,11,0,1,13,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.560602,0.382399,0.536309,0.744247,0.404513,0.488671,0.774393,0.633925,0.725233,0.170274,0.345589,0.526403,0.599079,0.458724,0.579608,0.278710,0.401128,0.738353,0.256770,0.395071"
49,stim_0049.png,stim_0049.png,-0.1405,-0.141086,0.030466,20,0.15,1,Trend_Down,Big,11,0,1,12,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.747270,0.533759,0.622769,0.297237,0.420059,0.690271,0.179669,0.590863,0.390867,0.731791,0.450356,0.609328,0.381304,0.757964,0.462260,0.473180,0.721612,0.501458,0.264664,0.173319"
50,stim_0050.png,stim_0050.png,-0.1405,-0.135183,0.022342,20,0.15,2,Trend_Down,Big,11,0,1,7,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.373941,0.608109,0.786739,0.319069,0.652097,0.463576,0.809723,0.307718,0.501688,0.648578,0.478090,0.607181,0.498727,0.466451,0.320841,0.332298,0.334903,0.495264,0.327315,0.667690"
51,stim_0051.png,stim_0051.png,-0.1405,-0.15348,0.018523,20,0.15,3,Trend_Down,Big,11,0,0,2,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.565095,0.505828,0.585673,0.324061,0.484703,0.640993,0.724356,0.261002,0.619971,0.725935,0.534287,0.652493,0.489621,0.455440,0.384583,0.378598,0.589895,0.285063,0.550894,0.241507"
52,stim_0052.png,stim_0052.png,-0.1405,-0.132669,0.024119,20,0.15,4,Trend_Down,Big,11,0,1,4,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.529793,0.222169,0.697151,0.747426,0.457483,0.697704,0.672040,0.315145,0.422594,0.435942,0.454762,0.436908,0.663225,0.803535,0.471939,0.332158,0.512446,0.470729,0.392551,0.264300"
53,stim_0053.png,stim_0053.png,-0.1405,-0.131965,0.025782,20,0.15,5,Trend_Down,Big,11,0,2,9,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.530311,0.770475,0.557366,0.593290,0.670312,0.205056,0.406209,0.638178,0.459340,0.396789,0.251904,0.672713,0.630202,0.643801,0.438602,0.469700,0.229395,0.236026,0.666394,0.533937"
54,stim_0054.png,stim_0054.png,-0.1405,-0.124074,0.030545,20,0.15,6,Trend_Down,Big,11,0,0,1,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.669025,0.390142,0.286274,0.519605,0.693215,0.368591,0.335024,0.615985,0.700268,0.491210,0.613259,0.615737,0.760207,0.701817,0.376473,0.602788,0.252962,0.544448,0.388662,0.074309"
55,stim_0055.png,stim_0055.png,-0.1405,-0.157628,0.028136,20,0.15,7,Trend_Down,Big,11,0,0,10,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.453974,0.649504,0.605063,0.776486,0.432865,0.380010,0.507012,0.559068,0.943213,0.450412,0.463665,0.337399,0.182014,0.265535,0.432325,0.532346,0.627068,0.650211,0.285880,0.465950"
56,stim_0056.png,stim_0056.png,-0.1405,-0.155308,0.017244,22,0.15,0,Trend_Down,Big,11,0,0,4,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.672547,0.560543,0.529553,0.521738,0.411704,0.493952,0.646413,0.478273,0.751192,0.454226,0.719320,0.441239,0.378847,0.391239,0.508399,0.537581,0.174887,0.350293,0.514783,0.286787,0.709007,0.467477"
57,stim_0057.png,stim_0057.png,-0.1405,-0.1439,0.018981,22,0.15,1,Trend_Down,Big,11,0,1,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.534955,0.671753,0.521172,0.510103,0.318434,0.442226,0.702242,0.460097,0.537085,0.591427,0.547836,0.777575,0.620200,0.462426,0.653237,0.265815,0.215289,0.327523,0.357242,0.606335,0.349667,0.527360"
58,stim_0058.png,stim_0058.png,-0.1405,-0.125168,0.030508,22,0.15,2,Trend_Down,Big,11,0,0,3,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.623929,0.427906,0.587786,0.420655,0.578940,0.801829,0.781274,0.267424,0.361047,0.408855,0.576197,0.280373,0.479451,0.442283,0.579011,0.545859,0.720903,0.651064,0.368528,0.139048,0.727506,0.230133"
59,stim_0059.png,stim_0059.png,-0.1405,-0.149335,0.010108,22,0.15,3,Trend_Down,Big,11,0,0,2,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.501653,0.562962,0.606671,0.685137,0.610255,0.431057,0.655272,0.567604,0.327151,0.291449,0.406247,0.597785,0.539432,0.545493,0.450060,0.520339,0.600377,0.362082,0.543240,0.442747,0.443354,0.309633"
60,stim_0060.png,stim_0060.png,-0.1405,-0.156155,0.018977,22,0.15,4,Trend_Down,Big,11,0,1,5,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.597829,0.410141,0.597015,0.551182,0.688052,0.191131,0.381503,0.759971,0.710202,0.479355,0.388069,0.606492,0.625469,0.620957,0.434367,0.496626,0.625778,0.386405,0.417611,0.412814,0.256886,0.362143"
61,stim_0061.png,stim_0061.png,-0.1405,-0.137346,0.0213,22,0.15,5,Trend_Down,Big,11,0,0,5,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.559484,0.722174,0.581230,0.686566,0.569771,0.337433,0.565760,0.237188,0.202138,0.646868,0.610487,0.550918,0.309964,0.764824,0.479865,0.484444,0.371155,0.653205,0.385119,0.477829,0.436803,0.366774"
62,stim_0062.png,stim_0062.png,-0.1405,-0.151102,0.01363,22,0.15,6,Trend_Down,Big,11,0,0,13,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.510091,0.567286,0.692174,0.475012,0.527603,0.451745,0.713897,0.320253,0.617421,0.685851,0.488294,0.520812,0.395766,0.468025,0.374687,0.504755,0.626589,0.506783,0.151657,0.408285,0.498089,0.494927"
63,stim_0063.png,stim_0063.png,-0.1405,-0.155911,0.019331,22,0.15,7,Trend_Down,Big,11,0,0,9,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.465677,0.668869,0.651675,0.386211,0.722317,0.566312,0.501152,0.305332,0.481930,0.598066,0.405912,0.433252,0.537450,0.753345,0.463966,0.383272,0.632359,0.539344,0.276976,0.690810,0.269396,0.266379"
64,stim_0064.png,stim_0064.png,-0.1051,-0.122349,0.022638,8,0.15,0,Trend_Down,Small,11,0,4,11,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.449991,0.397445,0.586897,0.778665,0.624587,0.521673,0.233241,0.407501"
