index,filename,path,slope,observed_slope,residual_variance,n,sigma,version,trend_category,size_category,dot_size_px,out_of_bounds_retries,sign_mismatch_retries,range_reject_retries,stimulus_type,x_values,y_values
10,train_0010.png,training/train_0010.png,-0.1051,-0.116088,0.025542,12,0.15,0,Trend_Down,Small,11,0,0,2,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.471310,0.828199,0.508520,0.304808,0.698226,0.414750,0.428243,0.421671,0.641862,0.198547,0.500938,0.582926"
11,train_0011.png,training/train_0011.png,-0.1051,-0.101113,0.029888,14,0.15,0,Trend_Down,Small,11,0,0,0,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.500099,0.434429,0.511043,0.758292,0.824192,0.691038,0.306521,0.302887,0.234199,0.408057,0.392769,0.528992,0.402150,0.705333"
12,train_0012.png,training/train_0012.png,-0.1051,-0.107601,0.012828,16,0.15,0,Trend_Down,Big,11,0,0,1,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.741090,0.569098,0.487725,0.395324,0.522654,0.627912,0.364034,0.458363,0.545210,0.299833,0.605342,0.394282,0.619401,0.434935,0.351980,0.582813"
13,train_0013.png,training/train_0013.png,-0.1051,-0.112988,0.018034,18,0.15,0,Trend_Down,Big,11,0,0,8,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.368821,0.579478,0.690792,0.396101,0.463724,0.407487,0.827195,0.677876,0.429943,0.590319,0.568438,0.301155,0.594019,0.463672,0.430722,0.287255,0.405602,0.517400"
14,train_0014.png,training/train_0014.png,-0.1051,-0.098462,0.025327,20,0.15,0,Trend_Down,Big,11,0,1,3,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.496051,0.330414,0.617433,0.535399,0.665986,0.512612,0.819721,0.565333,0.710626,0.325368,0.334730,0.350550,0.379170,0.185988,0.813952,0.485753,0.461323,0.465471,0.418952,0.525170"
15,train_0015.png,training/train_0015.png,-0.1051,-0.110288,0.020833,22,0.15,0,Trend_Down,Big,11,0,3,15,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.757768,0.264993,0.283326,0.556705,0.587546,0.604427,0.503881,0.791028,0.496214,0.556696,0.535331,0.531588,0.570764,0.523448,0.314974,0.411065,0.528330,0.382723,0.638617,0.282207,0.257731,0.620636"
16,train_0016.png,training/train_0016.png,-0.0699,-0.08501,0.025383,8,0.15,0,Trend_Down,Small,11,0,0,1,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.522805,0.741761,0.620981,0.180930,0.374563,0.506266,0.435010,0.617683"
17,train_0017.png,training/train_0017.png,-0.0699,-0.065103,0.018758,10,0.15,0,Trend_Down,Small,11,0,0,2,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.491122,0.543981,0.678268,0.599396,0.327043,0.456748,0.527633,0.286019,0.363433,0.726356"
18,train_0018.png,training/train_0018.png,-0.0699,-0.075491,0.019304,12,0.15,0,Trend_Down,Small,11,0,0,7,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.489013,0.668560,0.598565,0.454954,0.182555,0.600240,0.660441,0.541163,0.429948,0.481937,0.290015,0.602607"
19,train_0019.png,training/train_0019.png,-0.0699,-0.081776,0.020635,14,0.15,0,Trend_Down,Small,11,0,1,5,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.650316,0.714908,0.265890,0.572325,0.252052,0.603180,0.593856,0.615572,0.379320,0.375752,0.584228,0.374166,0.405087,0.613349"
20,train_0020.png,training/train_0020.png,-0.0699,-0.054316,0.028806,16,0.15,0,Trend_Down,Big,11,0,5,13,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.353546,0.665066,0.809617,0.281080,0.548248,0.482086,0.759835,0.299678,0.293015,0.585976,0.536469,0.270587,0.653054,0.359471,0.621787,0.480485"
21,train_0021.png,training/train_0021.png,-0.0699,-0.070447,0.020326,18,0.15,0,Trend_Down,Big,11,0,10,23,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.496992,0.585166,0.367584,0.566874,0.601069,0.423908,0.526810,0.680243,0.659610,0.496090,0.549328,0.217727,0.529327,0.466303,0.228866,0.609938,0.272921,0.721245"
22,train_0022.png,training/train_0022.png,-0.0699,-0.084216,0.031849,20,0.15,0,Trend_Down,Big,11,0,1,0,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.421721,0.228830,0.483807,0.592284,0.429666,0.551284,0.667548,0.560659,0.716082,0.317885,0.815736,0.860754,0.488203,0.601780,0.551479,0.462376,0.125828,0.415089,0.419578,0.289410"
23,train_0023.png,training/train_0023.png,-0.0699,-0.087107,0.030751,22,0.15,0,Trend_Down,Big,11,0,5,11,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.440199,0.843606,0.542492,0.668613,0.639887,0.419619,0.330310,0.637602,0.111214,0.324007,0.408196,0.299958,0.484511,0.631321,0.671486,0.664101,0.574504,0.623985,0.403610,0.618854,0.504512,0.157413"
24,train_0024.png,training/train_0024.png,-0.0349,-0.036915,0.024489,8,0.15,0,Trend_Down,Small,11,0,9,11,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.573097,0.695961,0.343219,0.300853,0.365692,0.764410,0.488651,0.468119"
25,train_0025.png,training/train_0025.png,-0.0349,-0.050006,0.010523,10,0.15,0,Trend_Down,Small,11,0,8,8,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.394581,0.578721,0.438191,0.624423,0.609970,0.632556,0.352392,0.388238,0.549774,0.431152"
26,train_0026.png,training/train_0026.png,-0.0349,-0.031732,0.020241,12,0.15,0,Trend_Down,Small,11,0,3,7,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.346447,0.633975,0.502746,0.586769,0.543081,0.770633,0.416977,0.203291,0.448002,0.463034,0.449504,0.635541"
27,train_0027.png,training/train_0027.png,-0.0349,-0.023838,0.022445,14,0.15,0,Trend_Down,Small,11,0,1,2,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.426501,0.601594,0.627120,0.497751,0.332029,0.671854,0.508954,0.549839,0.357657,0.508087,0.110033,0.600868,0.700422,0.507291"
28,train_0028.png,training/train_0028.png,-0.0349,-0.036005,0.022061,16,0.15,0,Trend_Down,Big,11,0,5,5,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.570823,0.612183,0.603660,0.543444,0.470336,0.534904,0.193114,0.614174,0.484768,0.448251,0.357897,0.367430,0.415450,0.340833,0.870055,0.572679"
29,train_0029.png,training/train_0029.png,-0.0349,-0.044524,0.020014,18,0.15,0,Trend_Down,Big,11,0,4,1,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.428114,0.465231,0.442741,0.828422,0.291741,0.716802,0.438713,0.507711,0.630694,0.543618,0.518877,0.185379,0.483036,0.546614,0.629984,0.384752,0.480384,0.477189"
30,train_0030.png,training/train_0030.png,-0.0349,-0.028336,0.021663,20,0.15,0,Trend_Down,Big,11,0,5,4,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.589375,0.618402,0.616560,0.495975,0.035502,0.604888,0.467235,0.419733,0.455361,0.480207,0.451678,0.721426,0.732300,0.547560,0.393658,0.486737,0.531798,0.602332,0.359160,0.390113"
31,train_0031.png,training/train_0031.png,-0.0349,-0.024081,0.016614,22,0.15,0,Trend_Down,Big,11,0,1,1,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.550603,0.594231,0.379218,0.269184,0.505962,0.774694,0.428890,0.473305,0.660164,0.583130,0.633813,0.295906,0.460191,0.414387,0.565896,0.557593,0.468157,0.297323,0.414588,0.716913,0.479542,0.476307"
32,train_0032.png,training/train_0032.png,0.0349,0.02678,0.010228,8,0.15,0,Trend_Up,Small,11,0,0,1,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.400961,0.598725,0.575397,0.339723,0.565948,0.433028,0.640472,0.445747"
33,train_0033.png,training/train_0033.png,0.0349,0.022528,0.021607,10,0.15,0,Trend_Up,Small,11,0,0,0,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.625495,0.232068,0.771125,0.335571,0.585827,0.392088,0.478129,0.462552,0.539206,0.577938"
34,train_0034.png,training/train_0034.png,0.0349,0.028813,0.023894,12,0.15,0,Trend_Up,Small,11,0,3,2,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.325213,0.505186,0.684414,0.519452,0.390469,0.776934,0.282260,0.503857,0.373388,0.497136,0.744838,0.396854"
35,train_0035.png,training/train_0035.png,0.0349,0.046843,0.016253,14,0.15,0,Trend_Up,Small,11,0,7,6,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.322827,0.534956,0.576093,0.569508,0.494502,0.450034,0.580365,0.494381,0.442264,0.218010,0.636026,0.633397,0.694063,0.353573"
36,train_0036.png,training/train_0036.png,0.0349,0.044905,0.031121,16,0.15,0,Trend_Up,Big,11,0,4,11,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.520975,0.507941,0.340126,0.625809,0.329903,0.800395,0.164280,0.815442,0.537059,0.384737,0.287653,0.345948,0.562913,0.628849,0.653724,0.494244"
37,train_0037.png,training/train_0037.png,0.0349,0.038907,0.028176,18,0.15,0,Trend_Up,Big,11,0,3,9,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.505910,0.707475,0.015362,0.599307,0.331822,0.347191,0.743357,0.627697,0.641223,0.398709,0.540005,0.432924,0.678495,0.606028,0.495861,0.441461,0.391123,0.496049"
38,train_0038.png,training/train_0038.png,0.0349,0.024265,0.0219,20,0.15,0,Trend_Up,Big,11,0,2,3,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.582128,0.273453,0.770744,0.569493,0.404769,0.395935,0.356191,0.360340,0.591598,0.718721,0.544641,0.324554,0.656689,0.535731,0.295004,0.598260,0.415789,0.399524,0.465759,0.740677"
39,train_0039.png,training/train_0039.png,0.0349,0.042335,0.018147,22,0.15,0,Trend_Up,Big,11,0,7,6,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.208416,0.746892,0.660343,0.362378,0.571719,0.681341,0.416152,0.472686,0.574702,0.480124,0.355140,0.391145,0.358715,0.362623,0.354905,0.611539,0.509898,0.608112,0.686488,0.473285,0.528864,0.584535"
40,train_0040.png,training/train_0040.png,0.0699,0.056418,0.012648,8,0.15,0,Trend_Up,Small,11,0,18,16,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.459964,0.378549,0.589776,0.518091,0.381613,0.720359,0.563656,0.387993"
41,train_0041.png,training/train_0041.png,0.0699,0.086413,0.03101,10,0.15,0,Trend_Up,Small,11,0,0,0,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.589121,0.736073,0.350189,0.232859,0.455050,0.289775,0.484786,0.474229,0.831570,0.556349"
42,train_0042.png,training/train_0042.png,0.0699,0.085198,0.014173,12,0.15,0,Trend_Up,Small,11,0,1,1,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.457433,0.259530,0.434952,0.683116,0.614889,0.586869,0.336944,0.474208,0.622164,0.600589,0.411205,0.518101"
43,train_0043.png,training/train_0043.png,0.0699,0.068599,0.022941,14,0.15,0,Trend_Up,Small,11,0,0,0,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.373956,0.495261,0.740793,0.421555,0.653079,0.340667,0.287339,0.372848,0.525984,0.574514,0.435742,0.620908,0.802162,0.355192"
44,train_0044.png,training/train_0044.png,0.0699,0.085135,0.014258,16,0.15,0,Trend_Up,Big,11,0,0,0,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.349510,0.386792,0.567633,0.513666,0.373818,0.513790,0.468442,0.632356,0.639887,0.467531,0.701374,0.625903,0.289576,0.357958,0.465057,0.646706"
45,train_0045.png,training/train_0045.png,0.0699,0.064837,0.022088,18,0.15,0,Trend_Up,Big,11,0,0,2,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.685482,0.368658,0.433316,0.455254,0.146406,0.653327,0.630377,0.448124,0.469551,0.697915,0.357906,0.724599,0.276379,0.464092,0.514913,0.560794,0.501737,0.611170"
46,train_0046.png,training/train_0046.png,0.0699,0.059362,0.023066,20,0.15,0,Trend_Up,Big,11,0,2,6,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.714758,0.236170,0.683007,0.612719,0.375456,0.453626,0.678311,0.374990,0.374320,0.350354,0.585670,0.439039,0.211787,0.450631,0.353865,0.615659,0.555749,0.647376,0.591065,0.695449"
47,train_0047.png,training/train_0047.png,0.0699,0.079832,0.024487,22,0.15,0,Trend_Up,Big,11,0,0,0,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.530629,0.659110,0.441287,0.389133,0.390811,0.484630,0.275291,0.758306,0.578667,0.270230,0.367807,0.256140,0.402696,0.681986,0.861544,0.569106,0.614950,0.328236,0.417932,0.575146,0.585887,0.560475"
48,train_0048.png,training/train_0048.png,0.1051,0.114682,0.019811,8,0.15,0,Trend_Up,Small,11,0,5,9,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.462424,0.435140,0.393523,0.372084,0.616946,0.749226,0.658853,0.311803"
49,train_0049.png,training/train_0049.png,0.1051,0.118955,0.012103,10,0.15,0,Trend_Up,Small,11,0,3,29,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.482576,0.339391,0.500974,0.401748,0.500603,0.547066,0.681392,0.684872,0.328754,0.532623"
50,train_0050.png,training/train_0050.png,0.1051,0.112254,0.02023,12,0.15,0,Trend_Up,Small,11,0,3,5,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.290183,0.591654,0.587293,0.389223,0.356082,0.695925,0.453789,0.392454,0.773773,0.376161,0.452192,0.641270"
51,train_0051.png,training/train_0051.png,0.1051,0.105735,0.016208,14,0.15,0,Trend_Up,Small,11,0,0,6,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.350533,0.477617,0.485901,0.507598,0.554749,0.563588,0.654326,0.428806,0.221269,0.601372,0.429739,0.541104,0.402594,0.780805"
52,train_0052.png,training/train_0052.png,0.1051,0.11856,0.01101,16,0.15,0,Trend_Up,Big,11,0,1,6,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.267167,0.449497,0.649792,0.471736,0.496098,0.578589,0.259604,0.529980,0.625205,0.580024,0.512030,0.386003,0.524088,0.500608,0.550576,0.619003"
53,train_0053.png,training/train_0053.png,0.1051,0.090199,0.014274,18,0.15,0,Trend_Up,Big,11,0,0,5,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.466848,0.485357,0.246524,0.598315,0.659379,0.475045,0.398610,0.306880,0.571200,0.738461,0.505746,0.461764,0.307526,0.535753,0.534192,0.591923,0.600595,0.515882"
54,train_0054.png,training/train_0054.png,0.1051,0.091968,0.029281,20,0.15,0,Trend_Up,Big,11,0,0,5,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.414234,0.835069,0.357335,0.359889,0.340270,0.381918,0.654386,0.175071,0.350987,0.664260,0.765136,0.573990,0.378281,0.679660,0.520997,0.539389,0.283439,0.471796,0.723778,0.530114"
55,train_0055.png,training/train_0055.png,0.1051,0.117654,0.01313,22,0.15,0,Trend_Up,Big,11,0,1,4,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.380349,0.431216,0.318788,0.694890,0.462534,0.722775,0.364320,0.467321,0.592136,0.295058,0.532133,0.279851,0.589545,0.509872,0.491808,0.479642,0.524553,0.530002,0.601676,0.550731,0.682408,0.498393"
56,train_0056.png,training/train_0056.png,0.1405,0.125282,0.013364,8,0.15,0,Trend_Up,Small,11,0,0,4,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.400518,0.541952,0.358444,0.464024,0.614562,0.475384,0.750203,0.394913"
57,train_0057.png,training/train_0057.png,0.1405,0.129164,0.020142,10,0.15,0,Trend_Up,Small,11,0,11,34,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.184006,0.580035,0.477248,0.438175,0.581391,0.804436,0.485009,0.528177,0.413798,0.507725"
58,train_0058.png,training/train_0058.png,0.1405,0.132494,0.021968,12,0.15,0,Trend_Up,Small,11,0,1,11,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.568701,0.254385,0.622404,0.550173,0.171790,0.643659,0.366639,0.615971,0.494280,0.466856,0.696869,0.548272"
59,train_0059.png,training/train_0059.png,0.1405,0.123306,0.019772,14,0.15,0,Trend_Up,Small,11,0,2,2,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.203862,0.319484,0.716584,0.415362,0.514697,0.408473,0.687610,0.595290,0.514116,0.666206,0.639727,0.431259,0.519911,0.367418"
60,train_0060.png,training/train_0060.png,0.1405,0.142787,0.020826,16,0.15,0,Trend_Up,Big,11,0,1,8,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.480860,0.560764,0.477453,0.375245,0.284271,0.228582,0.665918,0.485431,0.382930,0.586375,0.561285,0.881570,0.586732,0.516032,0.376835,0.549715"
61,train_0061.png,training/train_0061.png,0.1405,0.141557,0.017289,18,0.15,0,Trend_Up,Big,11,0,0,0,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.381699,0.460612,0.470702,0.217341,0.487045,0.655470,0.452053,0.490315,0.587255,0.523782,0.649540,0.225096,0.706641,0.649107,0.418822,0.485682,0.700347,0.438492"
62,train_0062.png,training/train_0062.png,0.1405,0.132709,0.023394,20,0.15,0,Trend_Up,Big,11,0,0,1,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.277267,0.436914,0.571000,0.642001,0.403336,0.562389,0.387609,0.202321,0.547781,0.626192,0.396082,0.728133,0.469733,0.261632,0.693041,0.802122,0.428608,0.463780,0.431070,0.668988"
63,train_0063.png,training/train_0063.png,0.1405,0.132683,0.02426,22,0.15,0,Trend_Up,Big,11,0,5,10,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.502463,0.186762,0.607954,0.375424,0.615840,0.467809,0.506310,0.546378,0.739227,0.167992,0.600741,0.207215,0.285750,0.684661,0.545097,0.424485,0.720100,0.585373,0.616980,0.511972,0.576657,0.524809"
