StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q24,Q25,Q26,Q2,Q2_7_TEXT,Q3,Q4,Q4_1_TEXT,Q4_2_TEXT,Q5,Q6,Q7,Q8,Q8_5_TEXT,Q9,Q10,Q10_7_TEXT,Q11,Q12,Q13,C,Create New Field or Choose From Dropdown...,id
2026-02-24 23:29:59,2026-02-24 23:30:10,IP Address,35.151.111.18,26,10,False,2026-03-03 23:30:13,R_3ELU3MhBb8KPxda,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,,,9086
2026-02-24 23:30:39,2026-02-24 23:30:48,IP Address,35.151.111.18,26,9,False,2026-03-03 23:30:50,R_3zlzcp4wswCCDbr,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,4,,908
2026-02-24 23:33:44,2026-02-24 23:33:49,IP Address,35.151.111.18,26,5,False,2026-03-03 23:33:54,R_6gZcKGGCnRXUMfA,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,9
2026-02-24 23:34:02,2026-02-24 23:34:08,IP Address,35.151.111.18,26,5,False,2026-03-03 23:34:09,R_5CkA86I63O82Idr,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,1,,956
2026-02-24 23:34:17,2026-02-24 23:34:23,IP Address,35.151.111.18,26,5,False,2026-03-03 23:34:23,R_7h7vtZGg9YcTlXH,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,95
2026-02-24 23:34:33,2026-02-24 23:34:38,IP Address,35.151.111.18,26,5,False,2026-03-03 23:34:41,R_3ebHjRTYSjzAdG1,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,95564
2026-02-24 23:34:49,2026-02-24 23:34:54,IP Address,35.151.111.18,26,5,False,2026-03-03 23:34:59,R_3sZ6k2wwuqlaKHL,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,955643
2026-02-24 23:35:01,2026-02-24 23:35:08,IP Address,35.151.111.18,26,7,False,2026-03-03 23:35:12,R_3gpY06Pl3xaueeB,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,95564334
2026-02-24 23:35:14,2026-02-24 23:35:20,IP Address,35.151.111.18,26,6,False,2026-03-03 23:35:21,R_5RqflVRe8WxCkHT,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,9556433445
2026-02-24 23:35:30,2026-02-24 23:35:35,IP Address,35.151.111.18,26,5,False,2026-03-03 23:35:37,R_7pg3xVGohyalqUq,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,95564334453
2026-02-24 23:38:39,2026-02-24 23:38:44,IP Address,35.151.111.18,26,5,False,2026-03-03 23:38:44,R_77eeNUOQk5ZAGg7,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,4,,955643344532
2026-02-24 23:38:50,2026-02-24 23:38:56,IP Address,35.151.111.18,26,5,False,2026-03-03 23:38:57,R_73DVYbFkUgJ9XgZ,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,9556433445322
2026-02-25 00:23:48,2026-02-25 00:23:54,IP Address,35.151.111.18,26,6,False,2026-03-04 00:23:55,R_1j8qieKIg0cQxXc,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,90866734
2026-02-25 00:40:24,2026-02-25 00:44:59,IP Address,35.151.111.18,37,275,False,2026-03-04 00:45:06,R_7HGhcnDAj95iXxY,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,1,Custom Value,90869
2026-03-04 15:58:23,2026-03-04 16:15:45,IP Address,72.33.2.168,100,1042,True,2026-03-04 16:15:45,R_5OPkYpSPHXPgN3d,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,No,"No, I do not have access to them right now",Beyond 2 semesters of calculus,,"In college, prior to last semester",SAT:,,600,Exact Score,"2nd ",4.0,Non-binary,,"20years ,3 month",White,,english,"USA ",USA,4,,95859
2026-03-04 16:48:15,2026-03-04 17:08:40,IP Address,35.148.93.74,100,1224,True,2026-03-04 17:08:40,R_7PsI9mJuhB45000,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,In high school,ACT:,28,,Approximate Score,2nd,3.4,Female,,"20 years, 2 months",White,,English,USA,USA,1,Custom Value,96360
2026-03-04 17:02:07,2026-03-04 17:17:02,IP Address,72.33.2.165,100,894,True,2026-03-04 17:17:03,R_3X7jOmhV2x43UXa,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,2 semesters of calculus,,In high school,ACT:,26,,Exact Score,1st,3.6,Female,,"19 years, 4 months",White,,English,United States,United States,3,,96979
2026-03-04 17:24:22,2026-03-04 17:38:59,IP Address,52.119.103.130,100,876,True,2026-03-04 17:39:00,R_5aWblKy9uCNiqbM,,,,,34.9803,-81.9168,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Other:,"Statistics ",Last semester,,,,,"2nd ",3.8,Female,,"19 years, 7 months",White,,"english, french",United States,United States,1,Custom Value,87818
2026-03-04 18:25:15,2026-03-04 18:39:02,IP Address,72.33.2.154,100,827,True,2026-03-04 18:39:02,R_3e3OTEdKPVZUCOO,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,In high school,,,,,,,,,,Hispanic or Latino,,,,,3,,97368
2026-03-04 18:52:44,2026-03-04 19:17:59,IP Address,72.33.2.207,100,1515,True,2026-03-04 19:18:00,R_7Ma27OxJzop0uM9,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,Algebra,,Last semester,SAT:,,1070,Exact Score,1st,3.0,Female,,"19 years, 1 month",Hispanic or Latino,,english,United States,United States,4,,96568
2026-03-04 19:13:57,2026-03-04 19:30:04,IP Address,72.33.2.196,100,966,True,2026-03-04 19:30:04,R_6qrwO4y8Ip3ArhJ,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,Last semester,ACT:,26,,Approximate Score,2nd,3.2,Female,,"20 years, 3 months",White,,English,US,US,2,,96235
2026-03-04 15:44:42,2026-03-04 19:44:53,IP Address,72.33.2.176,100,14411,True,2026-03-04 19:44:54,R_6a114U5tiMoqcQp,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,Currently enrolled in a math course,ACT:,19,,Approximate Score,1st,3.9,Female,,19,"Hispanic or Latino,White",,english,"united states ","unites states ",3,,97346
2026-03-04 19:16:09,2026-03-04 19:45:30,IP Address,72.33.2.147,100,1760,True,2026-03-04 19:45:31,R_3sSxoT9MQFL2Oq5,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,Currently enrolled in a math course,ACT:,21,,Approximate Score,1,3.7,Female,,18 years and 2 months,White,,"english ",usa,usa,3,,96933
2026-03-04 16:40:46,2026-03-04 19:45:54,IP Address,72.33.2.25,100,11107,True,2026-03-04 19:45:54,R_3iPoJi3D6WePDAR,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,Last semester,,,,,1st,,Female,,"18 years, 7 months",Hispanic or Latino,,,,,4,,96990
2026-03-04 20:18:07,2026-03-04 20:31:18,IP Address,50.93.222.168,100,791,True,2026-03-04 20:31:18,R_7PmRmrXlVBkdr9t,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,Currently enrolled in a math course,ACT:,24,,Approximate Score,3rd,3.9,Female,,"20 years, 11 months",White,,english,usa,usa,1,Custom Value,97565
2026-03-04 20:53:06,2026-03-04 21:10:08,IP Address,72.33.2.42,100,1021,True,2026-03-04 21:10:08,R_5n3ARcbS5yx4TMB,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,2 semesters of calculus,,In high school,SAT:,,1400,Approximate Score,2nd,3.5,Female,,"19 years, 11 months",White,,English,United States,United States,2,,88323
2026-03-04 21:04:19,2026-03-04 21:19:03,IP Address,75.196.66.117,100,884,True,2026-03-04 21:19:04,R_3iyFkiPb3S4r7t8,,,,,43.0026,-87.9417,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,2 semesters of calculus,,Currently enrolled in a math course,ACT:,28,,Approximate Score,3rd,4.0,Female,,"21 years, 5 months",White,,English,United States,United States,4,,97550
2026-03-04 21:23:16,2026-03-04 21:38:43,IP Address,72.33.2.96,100,926,True,2026-03-04 21:38:43,R_3qjRWwvYM7cUb9J,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,2 semesters of calculus,,In high school,ACT:,28,,Approximate Score,1st,3.7,Female,,"19 years 2 months ",White,,English,US,US,1,Custom Value,96635
2026-03-05 08:49:02,2026-03-05 09:02:11,IP Address,72.33.2.157,100,789,True,2026-03-05 09:02:12,R_3Uk4fbRIevxwbUB,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,2 semesters of calculus,,In high school,SAT:,,1290,Approximate Score,2,3.88,Female,,"20 years, 4 months",White,,english,USA,USA,1,Custom Value,93554
2026-03-05 08:44:31,2026-03-05 09:04:13,IP Address,72.33.2.11,100,1181,True,2026-03-05 09:04:14,R_5a90RjTlvtH4O36,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Other:,Statisitcs,Currently enrolled in a math course,SAT:,,1200,Approximate Score,2nd,3.1,Female,,19 and 11 months,White,,English,United States,United States,4,,88750
2026-03-05 09:16:44,2026-03-05 09:32:21,IP Address,72.33.2.249,100,937,True,2026-03-05 09:32:22,R_62tCY9d8nYYeKc3,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,Last semester,SAT:,,1350,Exact Score,2nd,3.5,Female,,20,White,,English,USA,USA,4,,91675
2026-03-05 14:01:18,2026-03-05 14:24:09,IP Address,72.33.2.25,100,1370,True,2026-03-05 14:24:09,R_5WZyFwcw5XixTEd,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,"In college, prior to last semester",ACT:,28,,Approximate Score,2nd,3.3,Female,,19 years 7 months,White,,English,US,US,2,,91005
2026-03-07 07:16:49,2026-03-07 07:34:09,IP Address,50.93.221.150,100,1040,True,2026-03-07 07:34:10,R_7atjjmoZTEaUiSl,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,"In college, prior to last semester",ACT:,24,,Exact Score,2nd,3.473,Female,,"20 years, 4 months","White,Other:",Egyptian,English,United States,United States,4,,96915
2026-03-07 18:24:30,2026-03-07 22:31:05,IP Address,50.93.219.136,100,14795,True,2026-03-07 22:31:06,R_7RdPDLylfpp1hHv,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,"In college, prior to last semester",ACT:,28,,Approximate Score,3rd,3.4,Female,,"20 years, 10 months ",Asian,,"english ",USA,USA,1,Custom Value,91383
2026-03-05 10:02:38,2026-03-09 19:27:48,IP Address,72.33.2.141,100,375909,True,2026-03-09 19:27:48,R_7ebufC06EN3Iaig,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Beyond 2 semesters of calculus,,In high school,ACT:,33,,Exact Score,1st,4.0,Female,,"18 years, 7 months",White,,English,USA,USA,3,,96693
2026-03-09 20:34:55,2026-03-09 21:00:14,IP Address,35.148.93.179,100,1519,True,2026-03-09 21:00:15,R_1CNHUi9RgqSHYt6,,,,,43.0628,-89.3171,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,2 semesters of calculus,,In high school,ACT:,34,,Exact Score,2nd,3.6,Female,,"19 years, 6 months",White,,English,United States,United States,1,Custom Value,89427
2026-03-10 17:59:31,2026-03-10 20:32:07,IP Address,35.148.93.104,100,9155,True,2026-03-10 20:32:07,R_6tgMDstkRqgwMlj,,,,,43.0628,-89.3171,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,"In college, prior to last semester",ACT:,27,,,3rd,3.1,Female,,21 and 4 months,White,,Albanian,US,US,3,,92738
2026-03-03 22:41:53,2026-03-03 23:10:21,IP Address,35.151.111.18,32,1708,False,2026-03-11 00:10:23,R_1ccK8apTCFN6NW1,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,dal9023
2026-03-04 15:24:40,2026-03-04 15:24:47,IP Address,72.33.2.176,26,7,False,2026-03-11 16:26:02,R_5a8rnisEFl3jkC4,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,4,,123
2026-03-04 15:26:16,2026-03-04 15:26:22,IP Address,72.33.2.176,26,5,False,2026-03-11 16:26:24,R_3f1jueH1XIoGLkd,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,908fh8h48f
2026-03-04 15:27:34,2026-03-04 15:27:39,IP Address,72.33.2.176,26,4,False,2026-03-11 16:27:41,R_3uZDWyw1i0Xhke5,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,1,Custom Value,erhrehf
2026-03-04 16:31:56,2026-03-04 16:33:22,IP Address,72.33.2.189,26,85,False,2026-03-11 17:33:23,R_7qmJzXf3coi7giv,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,96855
2026-03-11 17:36:35,2026-03-11 17:51:42,IP Address,52.119.103.130,100,907,True,2026-03-11 17:51:43,R_1mXjnK8MUZq67rF,,,,,34.9803,-81.9168,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,"In college, prior to last semester",SAT:,,750,Exact Score,2nd,3.9,Female,,20 years 0 months,White,,English,USA,USA,4,,88396
2026-03-04 16:55:17,2026-03-04 16:55:52,IP Address,147.219.148.118,26,35,False,2026-03-11 17:55:57,R_6zFYjakSVjoneMh,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,96469
2026-03-11 17:54:18,2026-03-11 18:25:02,IP Address,50.93.221.165,100,1843,True,2026-03-11 18:25:02,R_7Sw4BvGjGivYx0O,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,,,Currently enrolled in a math course,,,,,3,,Female,,20,Black or African American,,,,,4,,89445
2026-03-11 19:14:20,2026-03-11 19:33:47,IP Address,35.131.0.180,100,1167,True,2026-03-11 19:33:47,R_6mmzZYOzfC47VM6,,,,,43.0628,-89.3171,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,"In college, prior to last semester",ACT:,29,,Approximate Score,2nd,3.87,Female,,"20 years, 3 months",White,,English,US,US,2,,97418
2026-03-04 21:08:19,2026-03-04 21:23:10,IP Address,72.33.2.202,32,890,False,2026-03-11 22:23:11,R_5CU7a5fuLrESXD3,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,,,,,,,,,,,,,,,,,,3,,96176
2026-03-12 09:18:06,2026-03-12 09:32:38,IP Address,72.33.2.81,100,871,True,2026-03-12 09:32:38,R_5dFbhUskzZoeEJa,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,In high school,ACT:,19,,Approximate Score,1,,Female,,"19 years, 6 months",White,,English,USA,USA,4,,97011
2026-03-12 09:20:17,2026-03-12 09:32:54,IP Address,72.33.2.245,100,757,True,2026-03-12 09:32:54,R_1Ppcgap39iRddde,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,"In college, prior to last semester",ACT:,30,,Approximate Score,3,3.5,Male,,20 10 months,Hispanic or Latino,,spanish,"mostly US, Colombia",US,2,,92466
2026-03-05 08:34:47,2026-03-05 08:35:01,IP Address,72.33.2.199,26,13,False,2026-03-12 09:35:03,R_7LZ2Ovo9LJvGzKX,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,96944
2026-03-05 08:59:54,2026-03-05 09:00:00,IP Address,72.33.2.195,5,5,False,2026-03-12 10:00:04,R_3lRMg6QDHQoZ0d8,,,,,43.0782,-89.4075,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,,96206
2026-03-05 09:32:47,2026-03-05 09:32:58,IP Address,72.33.2.156,26,11,False,2026-03-12 10:32:59,R_5NTYwIGrtd0orXC,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,89043
2026-03-12 09:28:29,2026-03-12 13:24:15,IP Address,72.33.2.253,100,14146,True,2026-03-12 13:24:16,R_6P0xWtDJ0UNEQIO,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Beyond 2 semesters of calculus,,Currently enrolled in a math course,ACT:,29,,Exact Score,1,4.00,Female,,"18, 11 months",White,,english,america,america,3,,97381
