index,filename,path,slope,observed_slope,residual_variance,n,sigma,version,trend_category,size_category,dot_size_px,out_of_bounds_retries,sign_mismatch_retries,range_reject_retries,x_values,y_values
28,stim_0028.png,stim_0028.png,-0.3153,-0.308883,0.012961,14,0.15,4,Trend_Down,Small,11,0,0,6,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.850380,0.675897,0.581524,0.387807,0.569835,0.481861,0.475972,0.564745,0.359119,0.262744,0.515937,0.401191,0.564464,0.308522"
29,stim_0029.png,stim_0029.png,-0.3153,-0.321225,0.021887,14,0.15,5,Trend_Down,Small,11,0,0,15,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.673716,0.727360,0.749209,0.381038,0.561989,0.625816,0.401826,0.186915,0.604572,0.367834,0.545890,0.434859,0.582854,0.156122"
30,stim_0030.png,stim_0030.png,-0.3153,-0.31243,0.018273,14,0.15,6,Trend_Down,Small,11,0,0,1,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.655781,0.524969,0.689124,0.603893,0.405452,0.596548,0.561546,0.357164,0.835676,0.543873,0.230258,0.312185,0.359182,0.324349"
31,stim_0031.png,stim_0031.png,-0.3153,-0.318063,0.03055,14,0.15,7,Trend_Down,Small,11,0,0,3,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.704399,0.545262,0.451595,0.547285,0.931396,0.385705,0.493363,0.532922,0.285033,0.781397,0.479803,0.357939,0.100066,0.403835"
32,stim_0032.png,stim_0032.png,-0.3153,-0.323556,0.027915,16,0.15,0,Trend_Down,Big,11,0,0,3,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.395962,0.657978,0.628511,0.697547,0.705611,0.897916,0.674983,0.217179,0.251298,0.422666,0.436544,0.456295,0.605818,0.272192,0.423615,0.255885"
33,stim_0033.png,stim_0033.png,-0.3153,-0.329015,0.018234,16,0.15,1,Trend_Down,Big,11,0,1,44,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.635051,0.599699,0.490340,0.718205,0.562632,0.520043,0.622096,0.510128,0.376280,0.527147,0.708149,0.286302,0.500281,0.608140,0.274066,0.061442"
34,stim_0034.png,stim_0034.png,-0.3153,-0.326577,0.017815,16,0.15,2,Trend_Down,Big,11,0,0,2,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.663056,0.746769,0.708383,0.450332,0.375522,0.622229,0.464145,0.514306,0.811699,0.500550,0.256794,0.245943,0.472004,0.478673,0.417763,0.271831"
35,stim_0035.png,stim_0035.png,-0.3153,-0.300776,0.020486,16,0.15,3,Trend_Down,Big,11,0,0,2,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.951767,0.373462,0.559771,0.359925,0.679249,0.769875,0.505180,0.326690,0.458814,0.591634,0.498108,0.429650,0.406262,0.407672,0.381089,0.300851"
36,stim_0036.png,stim_0036.png,-0.3153,-0.311363,0.017715,16,0.15,4,Trend_Down,Big,11,0,0,1,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.620179,0.666417,0.706764,0.695329,0.540132,0.481742,0.411746,0.638735,0.347762,0.224074,0.529376,0.621852,0.350655,0.363273,0.627122,0.174841"
37,stim_0037.png,stim_0037.png,-0.3153,-0.323443,0.023091,16,0.15,5,Trend_Down,Big,11,0,0,5,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.734576,0.573047,0.558603,0.583368,0.455314,0.616412,0.551813,0.467546,0.517400,0.737712,0.445887,0.712863,0.053606,0.184221,0.490349,0.317283"
38,stim_0038.png,stim_0038.png,-0.3153,-0.309606,0.012355,16,0.15,6,Trend_Down,Big,11,0,0,16,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.616748,0.597664,0.825959,0.664352,0.536977,0.576591,0.320473,0.338934,0.570675,0.363625,0.588299,0.372644,0.573524,0.361308,0.369399,0.322827"
39,stim_0039.png,stim_0039.png,-0.3153,-0.324026,0.024139,16,0.15,7,Trend_Down,Big,11,0,0,0,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.460097,0.531286,0.629788,0.697291,0.546390,0.836734,0.517748,0.808636,0.476362,0.459313,0.110726,0.459519,0.348090,0.546502,0.324548,0.246970"
40,stim_0040.png,stim_0040.png,-0.3153,-0.321207,0.015503,18,0.15,0,Trend_Down,Big,11,0,0,3,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.604343,0.623771,0.716819,0.486162,0.710598,0.550403,0.650948,0.588632,0.431771,0.559277,0.580495,0.285671,0.432475,0.248261,0.284420,0.159297,0.487404,0.599255"
41,stim_0041.png,stim_0041.png,-0.3153,-0.331079,0.017169,18,0.15,1,Trend_Down,Big,11,0,0,0,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.721151,0.660304,0.765182,0.883480,0.538188,0.535133,0.396594,0.417588,0.479108,0.221823,0.364496,0.475740,0.283780,0.507342,0.342248,0.401372,0.538204,0.468267"
42,stim_0042.png,stim_0042.png,-0.3153,-0.314091,0.027143,18,0.15,2,Trend_Down,Big,11,0,0,4,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.460002,0.614652,0.551570,0.712793,0.531882,0.958736,0.572746,0.688840,0.413293,0.368696,0.614354,0.355440,0.375476,0.372355,0.168909,0.160247,0.640208,0.439798"
43,stim_0043.png,stim_0043.png,-0.3153,-0.334048,0.015832,18,0.15,3,Trend_Down,Big,11,0,0,18,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.577435,0.743385,0.505653,0.792675,0.710696,0.555041,0.369474,0.550035,0.419774,0.505179,0.647294,0.393736,0.385302,0.292513,0.571397,0.126473,0.386887,0.467051"
44,stim_0044.png,stim_0044.png,-0.3153,-0.322325,0.026853,18,0.15,4,Trend_Down,Big,11,0,0,0,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.641233,0.956804,0.632806,0.576554,0.617541,0.358752,0.472831,0.129587,0.651794,0.598924,0.485598,0.261690,0.468185,0.730379,0.402118,0.308646,0.369561,0.336996"
45,stim_0045.png,stim_0045.png,-0.3153,-0.324961,0.017354,18,0.15,5,Trend_Down,Big,11,0,0,5,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.600851,0.607856,0.578824,0.561858,0.651305,0.285024,0.747113,0.565088,0.602166,0.746423,0.664150,0.381914,0.291189,0.433943,0.281746,0.467103,0.213909,0.319537"
46,stim_0046.png,stim_0046.png,-0.3153,-0.31469,0.018715,18,0.15,6,Trend_Down,Big,11,0,0,29,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.818301,0.694009,0.540213,0.514135,0.604689,0.408081,0.537283,0.677952,0.531976,0.386878,0.381881,0.502648,0.396553,0.702043,0.106967,0.240689,0.539698,0.416006"
47,stim_0047.png,stim_0047.png,-0.3153,-0.306476,0.023227,18,0.15,7,Trend_Down,Big,11,0,0,3,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.513028,0.521775,0.656526,0.875216,0.565413,0.546208,0.497059,0.366300,0.865181,0.492514,0.235802,0.522990,0.632989,0.416376,0.172521,0.405350,0.354273,0.360480"
48,stim_0048.png,stim_0048.png,-0.3153,-0.314867,0.014372,20,0.15,0,Trend_Down,Big,11,0,0,2,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.558692,0.634601,0.681864,0.712294,0.387334,0.728386,0.556806,0.654104,0.660525,0.241872,0.603499,0.454607,0.490479,0.245172,0.541503,0.326168,0.361754,0.434525,0.275128,0.450686"
49,stim_0049.png,stim_0049.png,-0.3153,-0.297965,0.018174,20,0.15,1,Trend_Down,Big,11,0,0,4,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.806918,0.498191,0.428949,0.635802,0.766675,0.776522,0.403029,0.443842,0.434395,0.495946,0.288975,0.657270,0.553159,0.388139,0.567458,0.510295,0.320089,0.462227,0.167145,0.394973"
50,stim_0050.png,stim_0050.png,-0.3153,-0.30904,0.017961,20,0.15,2,Trend_Down,Big,11,0,0,2,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.774571,0.608921,0.649306,0.595740,0.521215,0.651263,0.397608,0.511922,0.687820,0.472696,0.543924,0.263059,0.421007,0.609914,0.405784,0.283280,0.218386,0.704590,0.195382,0.483611"
51,stim_0051.png,stim_0051.png,-0.3153,-0.31848,0.029018,20,0.15,3,Trend_Down,Big,11,0,0,14,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.414257,0.698811,0.524568,0.909003,0.393558,0.566642,0.575198,0.343324,0.609351,0.570134,0.744104,0.449478,0.688971,0.493479,0.659483,0.515293,0.106247,0.245510,0.152778,0.339810"
52,stim_0052.png,stim_0052.png,-0.3153,-0.330806,0.014672,20,0.15,4,Trend_Down,Big,11,0,0,7,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.595106,0.616797,0.480347,0.716108,0.728629,0.602249,0.680382,0.343699,0.624229,0.648079,0.507634,0.392978,0.455125,0.632688,0.303224,0.163032,0.270446,0.352826,0.487856,0.398566"
53,stim_0053.png,stim_0053.png,-0.3153,-0.298517,0.012056,20,0.15,5,Trend_Down,Big,11,0,0,13,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.513335,0.504654,0.605455,0.538774,0.764730,0.663227,0.756463,0.577161,0.437556,0.668670,0.482842,0.538490,0.412478,0.244490,0.279860,0.416781,0.515741,0.369164,0.322190,0.387941"
54,stim_0054.png,stim_0054.png,-0.3153,-0.320388,0.022443,20,0.15,6,Trend_Down,Big,11,0,0,12,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.787803,0.389795,0.822539,0.477108,0.570351,0.571368,0.464933,0.731364,0.581179,0.392918,0.396136,0.474373,0.383221,0.476319,0.679795,0.526403,0.483522,0.522280,0.014632,0.253958"
55,stim_0055.png,stim_0055.png,-0.3153,-0.328878,0.023772,20,0.15,7,Trend_Down,Big,11,0,0,14,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.739390,0.384545,0.585763,0.579965,0.585373,0.811134,0.580653,0.620721,0.511308,0.423307,0.583101,0.486180,0.546489,0.411073,0.221730,0.541692,0.263164,0.778112,0.261683,0.084616"
56,stim_0056.png,stim_0056.png,-0.3153,-0.334586,0.010303,22,0.15,0,Trend_Down,Big,11,0,0,5,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.749773,0.708849,0.574573,0.658748,0.651829,0.607780,0.342764,0.606725,0.478470,0.311298,0.652663,0.498542,0.578605,0.629122,0.339457,0.362922,0.419161,0.261343,0.453307,0.344266,0.366468,0.403335"
57,stim_0057.png,stim_0057.png,-0.3153,-0.308931,0.010907,22,0.15,1,Trend_Down,Big,11,0,0,2,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.806483,0.735917,0.495044,0.635622,0.673679,0.551331,0.546210,0.474933,0.464298,0.402939,0.288080,0.564366,0.283608,0.600001,0.588865,0.529189,0.476253,0.496319,0.397404,0.370432,0.276039,0.342988"
58,stim_0058.png,stim_0058.png,-0.3153,-0.301969,0.026391,22,0.15,2,Trend_Down,Big,11,0,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.931564,0.411612,0.649248,0.648832,0.786812,0.475028,0.539111,0.338544,0.542211,0.316305,0.731498,0.511550,0.301439,0.685420,0.104565,0.530710,0.349849,0.610789,0.362323,0.391261,0.439920,0.341408"
59,stim_0059.png,stim_0059.png,-0.3153,-0.30895,0.021022,22,0.15,3,Trend_Down,Big,11,0,0,3,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.832592,0.544791,0.348041,0.636278,0.628619,0.772055,0.313867,0.741084,0.534380,0.391454,0.714939,0.523758,0.592120,0.374642,0.414186,0.580997,0.221296,0.182942,0.458195,0.422715,0.442702,0.328347"
60,stim_0060.png,stim_0060.png,-0.3153,-0.313474,0.020275,22,0.15,4,Trend_Down,Big,11,0,0,5,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.908033,0.717718,0.634610,0.648975,0.355084,0.506733,0.554671,0.240622,0.681292,0.631579,0.517894,0.444676,0.708194,0.235932,0.239326,0.428613,0.402437,0.503552,0.396122,0.510740,0.399316,0.333881"
61,stim_0061.png,stim_0061.png,-0.3153,-0.301345,0.028449,22,0.15,5,Trend_Down,Big,11,0,0,1,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.404091,0.777629,0.429468,0.722814,0.656856,0.534648,0.971032,0.742373,0.299718,0.522490,0.609392,0.450355,0.207422,0.227742,0.628044,0.500970,0.309861,0.412743,0.385462,0.565737,0.365983,0.275171"
62,stim_0062.png,stim_0062.png,-0.3153,-0.304875,0.023521,22,0.15,6,Trend_Down,Big,11,0,0,7,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.560218,0.706130,0.433187,0.536752,0.863910,0.556014,0.529414,0.456489,0.844115,0.528941,0.496734,0.425976,0.472319,0.399011,0.449143,0.481400,0.316595,0.543667,0.607716,-0.001267,0.563298,0.230237"
63,stim_0063.png,stim_0063.png,-0.3153,-0.324689,0.023782,22,0.15,7,Trend_Down,Big,11,0,0,12,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.704031,0.563089,0.956320,0.542797,0.843914,0.655500,0.528956,0.283499,0.371012,0.385917,0.529330,0.548661,0.308184,0.536250,0.380799,0.421058,0.514233,0.236545,0.168783,0.411054,0.601538,0.508530"
64,stim_0064.png,stim_0064.png,-0.2217,-0.205182,0.01622,8,0.15,0,Trend_Down,Small,11,0,0,11,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.735966,0.394298,0.372473,0.707599,0.506141,0.534899,0.432558,0.316066"
