StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q24,Q25,Q26,Q2,Q2_7_TEXT,Q3,Q4,Q4_1_TEXT,Q4_2_TEXT,Q5,Q6,Q7,Q8,Q8_5_TEXT,Q9,Q10,Q10_7_TEXT,Q11,Q12,Q13,C,Create New Field or Choose From Dropdown...,id
2/24/26 23:29,2/24/26 23:30,IP Address,35.151.111.18,26,10,FALSE,3/3/26 23:30,R_3ELU3MhBb8KPxda,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,,,9086
2/24/26 23:30,2/24/26 23:30,IP Address,35.151.111.18,26,9,FALSE,3/3/26 23:30,R_3zlzcp4wswCCDbr,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,4,,908
2/24/26 23:33,2/24/26 23:33,IP Address,35.151.111.18,26,5,FALSE,3/3/26 23:33,R_6gZcKGGCnRXUMfA,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,9
2/24/26 23:34,2/24/26 23:34,IP Address,35.151.111.18,26,5,FALSE,3/3/26 23:34,R_5CkA86I63O82Idr,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,1,,956
2/24/26 23:34,2/24/26 23:34,IP Address,35.151.111.18,26,5,FALSE,3/3/26 23:34,R_7h7vtZGg9YcTlXH,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,95
2/24/26 23:34,2/24/26 23:34,IP Address,35.151.111.18,26,5,FALSE,3/3/26 23:34,R_3ebHjRTYSjzAdG1,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,95564
2/24/26 23:34,2/24/26 23:34,IP Address,35.151.111.18,26,5,FALSE,3/3/26 23:34,R_3sZ6k2wwuqlaKHL,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,955643
2/24/26 23:35,2/24/26 23:35,IP Address,35.151.111.18,26,7,FALSE,3/3/26 23:35,R_3gpY06Pl3xaueeB,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,95564334
2/24/26 23:35,2/24/26 23:35,IP Address,35.151.111.18,26,6,FALSE,3/3/26 23:35,R_5RqflVRe8WxCkHT,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,9556433445
2/24/26 23:35,2/24/26 23:35,IP Address,35.151.111.18,26,5,FALSE,3/3/26 23:35,R_7pg3xVGohyalqUq,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,95564334453
2/24/26 23:38,2/24/26 23:38,IP Address,35.151.111.18,26,5,FALSE,3/3/26 23:38,R_77eeNUOQk5ZAGg7,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,4,,9.55643E+11
2/24/26 23:38,2/24/26 23:38,IP Address,35.151.111.18,26,5,FALSE,3/3/26 23:38,R_73DVYbFkUgJ9XgZ,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,9.55643E+12
2/25/26 0:23,2/25/26 0:23,IP Address,35.151.111.18,26,6,FALSE,3/4/26 0:23,R_1j8qieKIg0cQxXc,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,90866734
2/25/26 0:40,2/25/26 0:44,IP Address,35.151.111.18,37,275,FALSE,3/4/26 0:45,R_7HGhcnDAj95iXxY,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,1,Custom Value,90869
3/4/26 15:58,3/4/26 16:15,IP Address,72.33.2.168,100,1042,TRUE,3/4/26 16:15,R_5OPkYpSPHXPgN3d,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,No,"No, I do not have access to them right now",Beyond 2 semesters of calculus,,"In college, prior to last semester",SAT:,,600,Exact Score,2nd ,4,Non-binary,,"20years ,3 month",White,,english,USA ,USA,4,,95859
3/4/26 16:48,3/4/26 17:08,IP Address,35.148.93.74,100,1224,TRUE,3/4/26 17:08,R_7PsI9mJuhB45000,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,In high school,ACT:,28,,Approximate Score,2nd,3.4,Female,,"20 years, 2 months",White,,English,USA,USA,1,Custom Value,96360
3/4/26 17:02,3/4/26 17:17,IP Address,72.33.2.165,100,894,TRUE,3/4/26 17:17,R_3X7jOmhV2x43UXa,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,2 semesters of calculus,,In high school,ACT:,26,,Exact Score,1st,3.6,Female,,"19 years, 4 months",White,,English,United States,United States,3,,96979
3/4/26 17:24,3/4/26 17:38,IP Address,52.119.103.130,100,876,TRUE,3/4/26 17:39,R_5aWblKy9uCNiqbM,,,,,34.9803,-81.9168,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Other:,Statistics ,Last semester,,,,,2nd ,3.8,Female,,"19 years, 7 months",White,,"english, french",United States,United States,1,Custom Value,87818
3/4/26 18:25,3/4/26 18:39,IP Address,72.33.2.154,100,827,TRUE,3/4/26 18:39,R_3e3OTEdKPVZUCOO,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,In high school,,,,,,,,,,Hispanic or Latino,,,,,3,,97368
3/4/26 18:52,3/4/26 19:17,IP Address,72.33.2.207,100,1515,TRUE,3/4/26 19:18,R_7Ma27OxJzop0uM9,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,Algebra,,Last semester,SAT:,,1070,Exact Score,1st,3,Female,,"19 years, 1 month",Hispanic or Latino,,english,United States,United States,4,,96568
3/4/26 19:13,3/4/26 19:30,IP Address,72.33.2.196,100,966,TRUE,3/4/26 19:30,R_6qrwO4y8Ip3ArhJ,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,Last semester,ACT:,26,,Approximate Score,2nd,3.2,Female,,"20 years, 3 months",White,,English,US,US,2,,96235
3/4/26 15:44,3/4/26 19:44,IP Address,72.33.2.176,100,14411,TRUE,3/4/26 19:44,R_6a114U5tiMoqcQp,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,Currently enrolled in a math course,ACT:,19,,Approximate Score,1st,3.9,Female,,19,"Hispanic or Latino,White",,english,united states ,unites states ,3,,97346
3/4/26 19:16,3/4/26 19:45,IP Address,72.33.2.147,100,1760,TRUE,3/4/26 19:45,R_3sSxoT9MQFL2Oq5,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,Currently enrolled in a math course,ACT:,21,,Approximate Score,1,3.7,Female,,18 years and 2 months,White,,english ,usa,usa,3,,96933
3/4/26 16:40,3/4/26 19:45,IP Address,72.33.2.25,100,11107,TRUE,3/4/26 19:45,R_3iPoJi3D6WePDAR,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,Last semester,,,,,1st,,Female,,"18 years, 7 months",Hispanic or Latino,,,,,4,,96990
3/4/26 20:18,3/4/26 20:31,IP Address,50.93.222.168,100,791,TRUE,3/4/26 20:31,R_7PmRmrXlVBkdr9t,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,Currently enrolled in a math course,ACT:,24,,Approximate Score,3rd,3.9,Female,,"20 years, 11 months",White,,english,usa,usa,1,Custom Value,97565
3/4/26 20:53,3/4/26 21:10,IP Address,72.33.2.42,100,1021,TRUE,3/4/26 21:10,R_5n3ARcbS5yx4TMB,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,2 semesters of calculus,,In high school,SAT:,,1400,Approximate Score,2nd,3.5,Female,,"19 years, 11 months",White,,English,United States,United States,2,,88323
3/4/26 21:04,3/4/26 21:19,IP Address,75.196.66.117,100,884,TRUE,3/4/26 21:19,R_3iyFkiPb3S4r7t8,,,,,43.0026,-87.9417,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,2 semesters of calculus,,Currently enrolled in a math course,ACT:,28,,Approximate Score,3rd,4,Female,,"21 years, 5 months",White,,English,United States,United States,4,,97550
3/4/26 21:23,3/4/26 21:38,IP Address,72.33.2.96,100,926,TRUE,3/4/26 21:38,R_3qjRWwvYM7cUb9J,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,2 semesters of calculus,,In high school,ACT:,28,,Approximate Score,1st,3.7,Female,,19 years 2 months ,White,,English,US,US,1,Custom Value,96635
3/5/26 8:49,3/5/26 9:02,IP Address,72.33.2.157,100,789,TRUE,3/5/26 9:02,R_3Uk4fbRIevxwbUB,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,2 semesters of calculus,,In high school,SAT:,,1290,Approximate Score,2,3.88,Female,,"20 years, 4 months",White,,english,USA,USA,1,Custom Value,93554
3/5/26 8:44,3/5/26 9:04,IP Address,72.33.2.11,100,1181,TRUE,3/5/26 9:04,R_5a90RjTlvtH4O36,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Other:,Statisitcs,Currently enrolled in a math course,SAT:,,1200,Approximate Score,2nd,3.1,Female,,19 and 11 months,White,,English,United States,United States,4,,88750
3/5/26 9:16,3/5/26 9:32,IP Address,72.33.2.249,100,937,TRUE,3/5/26 9:32,R_62tCY9d8nYYeKc3,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,Last semester,SAT:,,1350,Exact Score,2nd,3.5,Female,,20,White,,English,USA,USA,4,,91675
3/5/26 14:01,3/5/26 14:24,IP Address,72.33.2.25,100,1370,TRUE,3/5/26 14:24,R_5WZyFwcw5XixTEd,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,"In college, prior to last semester",ACT:,28,,Approximate Score,2nd,3.3,Female,,19 years 7 months,White,,English,US,US,2,,91005
3/7/26 7:16,3/7/26 7:34,IP Address,50.93.221.150,100,1040,TRUE,3/7/26 7:34,R_7atjjmoZTEaUiSl,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,"In college, prior to last semester",ACT:,24,,Exact Score,2nd,3.473,Female,,"20 years, 4 months","White,Other:",Egyptian,English,United States,United States,4,,96915
3/7/26 18:24,3/7/26 22:31,IP Address,50.93.219.136,100,14795,TRUE,3/7/26 22:31,R_7RdPDLylfpp1hHv,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,"In college, prior to last semester",ACT:,28,,Approximate Score,3rd,3.4,Female,,"20 years, 10 months ",Asian,,english ,USA,USA,1,Custom Value,91383
3/5/26 10:02,3/9/26 19:27,IP Address,72.33.2.141,100,375909,TRUE,3/9/26 19:27,R_7ebufC06EN3Iaig,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Beyond 2 semesters of calculus,,In high school,ACT:,33,,Exact Score,1st,4,Female,,"18 years, 7 months",White,,English,USA,USA,3,,96693
3/9/26 20:34,3/9/26 21:00,IP Address,35.148.93.179,100,1519,TRUE,3/9/26 21:00,R_1CNHUi9RgqSHYt6,,,,,43.0628,-89.3171,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,2 semesters of calculus,,In high school,ACT:,34,,Exact Score,2nd,3.6,Female,,"19 years, 6 months",White,,English,United States,United States,1,Custom Value,89427
3/10/26 17:59,3/10/26 20:32,IP Address,35.148.93.104,100,9155,TRUE,3/10/26 20:32,R_6tgMDstkRqgwMlj,,,,,43.0628,-89.3171,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,"In college, prior to last semester",ACT:,27,,,3rd,3.1,Female,,21 and 4 months,White,,Albanian,US,US,3,,92738
3/3/26 22:41,3/3/26 23:10,IP Address,35.151.111.18,32,1708,FALSE,3/11/26 0:10,R_1ccK8apTCFN6NW1,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,dal9023
3/4/26 15:24,3/4/26 15:24,IP Address,72.33.2.176,26,7,FALSE,3/11/26 16:26,R_5a8rnisEFl3jkC4,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,4,,123
3/4/26 15:26,3/4/26 15:26,IP Address,72.33.2.176,26,5,FALSE,3/11/26 16:26,R_3f1jueH1XIoGLkd,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,908fh8h48f
3/4/26 15:27,3/4/26 15:27,IP Address,72.33.2.176,26,4,FALSE,3/11/26 16:27,R_3uZDWyw1i0Xhke5,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,1,Custom Value,erhrehf
3/4/26 16:31,3/4/26 16:33,IP Address,72.33.2.189,26,85,FALSE,3/11/26 17:33,R_7qmJzXf3coi7giv,,,,,43.0725,-89.4491,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,96855
3/11/26 17:36,3/11/26 17:51,IP Address,52.119.103.130,100,907,TRUE,3/11/26 17:51,R_1mXjnK8MUZq67rF,,,,,34.9803,-81.9168,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,"In college, prior to last semester",SAT:,,750,Exact Score,2nd,3.9,Female,,20 years 0 months,White,,English,USA,USA,4,,88396
3/4/26 16:55,3/4/26 16:55,IP Address,147.219.148.118,26,35,FALSE,3/11/26 17:55,R_6zFYjakSVjoneMh,,,,,43.1205,-89.3523,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,96469
3/11/26 17:54,3/11/26 18:25,IP Address,50.93.221.165,100,1843,TRUE,3/11/26 18:25,R_7Sw4BvGjGivYx0O,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,,,Currently enrolled in a math course,,,,,3,,Female,,20,Black or African American,,,,,4,,89445
3/11/26 19:14,3/11/26 19:33,IP Address,35.131.0.180,100,1167,TRUE,3/11/26 19:33,R_6mmzZYOzfC47VM6,,,,,43.0628,-89.3171,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,"In college, prior to last semester",ACT:,29,,Approximate Score,2nd,3.87,Female,,"20 years, 3 months",White,,English,US,US,2,,97418
3/4/26 21:08,3/4/26 21:23,IP Address,72.33.2.202,32,890,FALSE,3/11/26 22:23,R_5CU7a5fuLrESXD3,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,,,,,,,,,,,,,,,,,,3,,96176
3/12/26 9:18,3/12/26 9:32,IP Address,72.33.2.81,100,871,TRUE,3/12/26 9:32,R_5dFbhUskzZoeEJa,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Pre-calculus,,In high school,ACT:,19,,Approximate Score,1,,Female,,"19 years, 6 months",White,,English,USA,USA,4,,97011
3/12/26 9:20,3/12/26 9:32,IP Address,72.33.2.245,100,757,TRUE,3/12/26 9:32,R_1Ppcgap39iRddde,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,"In college, prior to last semester",ACT:,30,,Approximate Score,3,3.5,Male,,20 10 months,Hispanic or Latino,,spanish,"mostly US, Colombia",US,2,,92466
3/5/26 8:34,3/5/26 8:35,IP Address,72.33.2.199,26,13,FALSE,3/12/26 9:35,R_7LZ2Ovo9LJvGzKX,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,2,,96944
3/5/26 8:59,3/5/26 9:00,IP Address,72.33.2.195,5,5,FALSE,3/12/26 10:00,R_3lRMg6QDHQoZ0d8,,,,,43.0782,-89.4075,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,,96206
3/5/26 9:32,3/5/26 9:32,IP Address,72.33.2.156,26,11,FALSE,3/12/26 10:32,R_5NTYwIGrtd0orXC,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,,,,,,,,,,,,,,,,,,3,,89043
3/12/26 9:28,3/12/26 13:24,IP Address,72.33.2.253,100,14146,TRUE,3/12/26 13:24,R_6P0xWtDJ0UNEQIO,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,Beyond 2 semesters of calculus,,Currently enrolled in a math course,ACT:,29,,Exact Score,1,4,Female,,"18, 11 months",White,,english,america,america,3,,97381
3/12/26 15:12,3/12/26 15:33,IP Address,72.33.2.119,100,1267,TRUE,3/12/26 15:33,R_7hFrIYiFjlNUD4H,,,,,43.0782,-89.4075,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Normal,,,1 semester of calculus,,Last semester,ACT:,27,,Approximate Score,1st,4,Female,,"19 years, 3 months",White,,English,U.S.A,U.S.A,4,,96623
3/12/26 17:04,3/12/26 17:31,IP Address,50.93.221.137,100,1610,TRUE,3/12/26 17:31,R_6D1LIf8TtwpqyTT,,,,,43.0812,-89.3838,anonymous,EN,Option 1: I have read through the description of the research and agree to the information provided on this page.,Corrected to Normal,Yes,,1 semester of calculus,,Last semester,ACT:,22,,Exact Score,2nd,3.5,Female,,"20,6","Hispanic or Latino,White",,english,America,America,1,Custom Value,88827
