index,filename,path,slope,observed_slope,n,sigma,version,trend_category,size_category,dot_size_px,out_of_bounds_retries,sign_mismatch_retries,stimulus_type,x_values,y_values
29,train_0029.png,training/train_0029.png,-0.0875,-0.087846,18,0.15,0,Trend_Down,Big,11,0,0,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.304978,0.562148,0.675167,0.557225,0.243869,0.412095,0.746040,0.664438,0.581593,0.533170,0.635233,0.485535,0.613972,0.510130,0.307956,0.272224,0.491476,0.402751"
30,train_0030.png,training/train_0030.png,-0.0875,-0.034499,20,0.15,0,Trend_Down,Big,11,0,0,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.639192,0.380902,0.303809,0.531914,0.375857,0.385354,0.699630,0.423260,0.877618,0.622686,0.745146,0.448633,0.230281,0.583654,0.486358,0.278361,0.640949,0.518863,0.528382,0.299152"
31,train_0031.png,training/train_0031.png,-0.0875,-0.166135,22,0.15,0,Trend_Down,Big,11,0,0,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.814173,0.427541,0.141837,0.496925,0.911680,0.552805,0.523217,0.720511,0.510626,0.435316,0.558615,0.376706,0.493673,0.596631,0.398860,0.559987,0.269288,0.420789,0.499555,0.475112,0.318189,0.497963"
32,train_0032.png,training/train_0032.png,0.0875,0.26263,8,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.348622,0.255151,0.535657,0.612071,0.708550,0.339972,0.520800,0.679178"
33,train_0033.png,training/train_0033.png,0.0875,0.137157,10,0.15,0,Trend_Up,Small,11,0,1,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.401788,0.410465,0.455581,0.669207,0.410332,0.311994,0.638340,0.633206,0.657539,0.411548"
34,train_0034.png,training/train_0034.png,0.0875,0.235394,12,0.15,0,Trend_Up,Small,11,0,2,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.528525,0.435179,0.232405,0.372077,0.428024,0.368561,0.639347,0.699280,0.558427,0.615317,0.598746,0.524113"
35,train_0035.png,training/train_0035.png,0.0875,0.122689,14,0.15,0,Trend_Up,Small,11,0,1,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.309271,0.358859,0.502787,0.399771,0.395107,0.506557,0.690536,0.683293,0.735318,0.547556,0.444451,0.645928,0.463801,0.316765"
36,train_0036.png,training/train_0036.png,0.0875,0.06163,16,0.15,0,Trend_Up,Big,11,0,1,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.547558,0.519780,0.202796,0.600685,0.592451,0.349573,0.751360,0.571769,0.354889,0.486107,0.278515,0.543338,0.418261,0.563382,0.570762,0.648772"
37,train_0037.png,training/train_0037.png,0.0875,0.105089,18,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.318227,0.545116,0.393964,0.373853,0.226516,0.749815,0.704040,0.745458,0.181451,0.573604,0.817631,0.213385,0.423530,0.488319,0.653850,0.652119,0.526001,0.413121"
38,train_0038.png,training/train_0038.png,0.0875,0.169939,20,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.350687,0.349652,0.619968,0.410920,0.461399,0.313388,0.660407,0.293690,0.668388,0.626063,0.433229,0.372096,0.591340,0.414954,0.633516,0.260406,0.667437,0.720041,0.793765,0.358653"
39,train_0039.png,training/train_0039.png,0.0875,0.179974,22,0.15,0,Trend_Up,Big,11,0,1,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.496780,0.387707,0.461177,0.420437,0.253942,0.266003,0.514277,0.484767,0.330412,0.420351,0.800868,0.700649,0.639776,0.568822,0.256781,0.771819,0.806646,0.307824,0.468762,0.668413,0.420193,0.553594"
40,train_0040.png,training/train_0040.png,0.1763,0.054842,8,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.345112,0.630629,0.394864,0.442222,0.789634,0.559333,0.240611,0.597596"
41,train_0041.png,training/train_0041.png,0.1763,0.18223,10,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.223675,0.433963,0.541285,0.708450,0.575409,0.280238,0.541135,0.577822,0.528049,0.589975"
42,train_0042.png,training/train_0042.png,0.1763,0.449193,12,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.295905,0.262682,0.381928,0.424796,0.345470,0.597939,0.605643,0.485525,0.404513,0.723646,0.805915,0.666038"
43,train_0043.png,training/train_0043.png,0.1763,0.144618,14,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.542268,0.427172,0.470089,0.355808,0.450005,0.442827,0.353693,0.552205,0.615625,0.552646,0.666963,0.543547,0.306141,0.721010"
44,train_0044.png,training/train_0044.png,0.1763,0.062966,16,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.272996,0.635224,0.455092,0.380635,0.492939,0.506491,0.564538,0.525513,0.623074,0.452901,0.646592,0.570618,0.535886,0.393733,0.339216,0.604551"
45,train_0045.png,training/train_0045.png,0.1763,0.021215,18,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.508904,0.414040,0.454478,0.614331,0.415836,0.679188,0.690658,0.484670,0.342225,0.530275,0.278658,0.542779,0.398416,0.355195,0.431984,0.605101,0.752981,0.500281"
46,train_0046.png,training/train_0046.png,0.1763,0.087953,20,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.435698,0.374638,0.539258,0.344947,0.247503,0.782450,0.347298,0.464262,0.375888,0.765233,0.778038,0.632644,0.508919,0.466158,0.652145,0.374861,0.591558,0.117303,0.481096,0.720103"
47,train_0047.png,training/train_0047.png,0.1763,0.054324,22,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.438628,0.374346,0.540432,0.648034,0.397477,0.292301,0.594874,0.458589,0.443943,0.602124,0.679174,0.455653,0.340223,0.661202,0.519931,0.433826,0.636333,0.449944,0.591871,0.533018,0.359754,0.548323"
48,train_0048.png,training/train_0048.png,0.2679,0.379169,8,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.346131,0.297468,0.531592,0.371342,0.659600,0.421397,0.552340,0.820131"
49,train_0049.png,training/train_0049.png,0.2679,0.232506,10,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.388835,0.217149,0.538099,0.595890,0.606819,0.357998,0.508990,0.575168,0.646574,0.564480"
50,train_0050.png,training/train_0050.png,0.2679,0.134446,12,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.372012,0.458653,0.302448,0.594416,0.350074,0.603192,0.689446,0.505456,0.651419,0.572809,0.457580,0.442495"
51,train_0051.png,training/train_0051.png,0.2679,0.357851,14,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.423206,0.464641,0.148876,0.307235,0.412011,0.409369,0.708955,0.507084,0.603821,0.482518,0.578006,0.581494,0.615834,0.756950"
52,train_0052.png,training/train_0052.png,0.2679,0.181045,16,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.382218,0.316263,0.495413,0.266022,0.391444,0.735076,0.640944,0.464762,0.582255,0.494220,0.490232,0.543281,0.554152,0.473176,0.685293,0.485249"
53,train_0053.png,training/train_0053.png,0.2679,0.3539,18,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.198412,0.247269,0.596535,0.295830,0.265290,0.817204,0.383387,0.568399,0.252558,0.516858,0.597152,0.569462,0.532526,0.808660,0.385855,0.591771,0.595331,0.777502"
54,train_0054.png,training/train_0054.png,0.2679,0.326851,20,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.535092,0.303015,0.093762,0.423681,0.501865,0.380620,0.209573,0.435823,0.642535,0.428571,0.543486,0.490594,0.800949,0.599635,0.505770,0.726212,0.687602,0.575398,0.733873,0.381944"
55,train_0055.png,training/train_0055.png,0.2679,0.172827,22,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.599802,0.523828,0.127691,0.672964,0.446549,0.471297,0.638509,0.224753,0.311109,0.489821,0.627794,0.103159,0.523138,0.678554,0.576264,0.360880,0.601401,0.375960,0.672519,0.686430,0.647685,0.639895"
56,train_0056.png,training/train_0056.png,0.364,0.160184,8,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.414765,0.565550,0.306869,0.476692,0.564392,0.527814,0.552326,0.591593"
57,train_0057.png,training/train_0057.png,0.364,0.354315,10,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.191017,0.659655,0.251545,0.411018,0.488730,0.558773,0.549541,0.481299,0.738830,0.669592"
58,train_0058.png,training/train_0058.png,0.364,0.269918,12,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.370381,0.439260,0.496256,0.762621,0.258722,0.415586,0.121720,0.445001,0.678679,0.596743,0.534295,0.880736"
59,train_0059.png,training/train_0059.png,0.364,0.475617,14,0.15,0,Trend_Up,Small,11,0,0,training,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.441644,0.289260,0.188863,0.398162,0.488307,0.439331,0.465479,0.397458,0.292494,0.644346,0.619880,0.826006,0.801067,0.707701"
60,train_0060.png,training/train_0060.png,0.364,0.10483,16,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.609390,0.360144,0.659807,0.523747,0.419819,0.462005,0.469385,0.312778,0.123751,0.574447,0.490680,0.475899,0.731844,0.524711,0.698892,0.562701"
61,train_0061.png,training/train_0061.png,0.364,0.245405,18,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.607285,0.192911,0.413244,0.301673,0.618884,0.232672,0.410503,0.456070,0.474383,0.536111,0.603873,0.434260,0.638825,0.868535,0.736534,0.448500,0.593785,0.431952"
62,train_0062.png,training/train_0062.png,0.364,0.251805,20,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.450134,0.514614,0.347660,0.465477,0.385576,0.321086,0.191698,0.504344,0.511576,0.619329,0.475625,0.377748,0.463019,0.765090,0.470640,0.856365,0.516097,0.637172,0.634154,0.492597"
63,train_0063.png,training/train_0063.png,0.364,0.481064,22,0.15,0,Trend_Up,Big,11,0,0,training,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.664681,0.344416,0.137299,0.072430,0.306280,0.523765,0.238744,0.577116,0.409402,0.330616,0.420635,0.661558,0.486474,0.432242,0.520051,0.377712,0.868484,0.646340,0.500063,0.886059,0.733190,0.862442"
