index,filename,path,slope,observed_slope,n,sigma,version,trend_category,size_category,dot_size_px,out_of_bounds_retries,sign_mismatch_retries,x_values,y_values
23,stim_0023.png,stim_0023.png,-0.364,-0.464947,18,0.15,3,Trend_Down,Big,11,0,0,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.531105,0.749935,0.675947,0.544871,0.361722,0.889380,0.550026,0.558094,1.052895,0.542612,0.480297,0.197675,0.356084,0.418909,0.449716,0.241937,0.295507,0.103287"
24,stim_0024.png,stim_0024.png,-0.364,-0.273038,20,0.15,0,Trend_Down,Big,11,0,0,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.442320,0.597095,0.699818,0.602541,0.626121,0.658694,0.262581,0.556626,0.525975,0.511252,0.518343,0.733069,0.422466,0.693955,0.403702,0.783158,0.215451,0.252904,0.308203,0.185724"
25,stim_0025.png,stim_0025.png,-0.364,-0.21098,20,0.15,1,Trend_Down,Big,11,0,0,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.707658,0.566962,0.943448,0.271106,0.670421,0.543730,0.369210,0.578985,0.355361,0.299594,0.631689,0.664700,0.434342,0.276869,0.275777,0.536391,0.301166,0.672864,0.558087,0.341641"
26,stim_0026.png,stim_0026.png,-0.364,-0.426507,20,0.15,2,Trend_Down,Big,11,0,0,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.815989,0.857624,0.601376,0.377971,0.615273,0.465765,0.970371,0.607353,0.544321,0.469776,0.462734,0.429804,0.151783,0.401681,0.438692,0.292966,0.291152,0.391059,0.281138,0.533172"
27,stim_0027.png,stim_0027.png,-0.364,-0.338237,20,0.15,3,Trend_Down,Big,11,0,0,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.556214,0.476848,0.880154,0.451028,0.805119,0.650223,0.509276,0.311916,0.645349,0.396011,0.855072,0.347318,0.613070,0.335913,0.576024,0.351478,0.115355,0.535195,0.421792,0.166643"
28,stim_0028.png,stim_0028.png,-0.364,-0.267421,22,0.15,0,Trend_Down,Big,11,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.495484,0.801579,0.782770,0.583957,0.730024,0.359939,0.671833,0.446555,0.336363,0.313877,0.513573,0.594442,0.249328,0.464850,0.740103,0.435365,0.487811,0.455185,0.375167,0.469945,0.643159,0.048693"
29,stim_0029.png,stim_0029.png,-0.364,-0.456878,22,0.15,1,Trend_Down,Big,11,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.586892,0.850025,0.621223,0.820596,0.846472,0.628699,0.377451,0.524749,0.526632,0.487366,0.658399,0.345112,0.314527,0.609876,0.430845,0.218678,0.449365,0.401873,0.304981,0.481546,0.250185,0.264509"
30,stim_0030.png,stim_0030.png,-0.364,-0.291839,22,0.15,2,Trend_Down,Big,11,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.608969,0.597579,0.586108,0.397497,0.622323,0.631909,0.623582,0.616464,0.276724,0.763018,0.619543,0.536631,0.434352,0.548266,0.779698,0.373558,0.294749,0.197905,0.526859,0.437307,0.450696,0.076261"
31,stim_0031.png,stim_0031.png,-0.364,-0.371364,22,0.15,3,Trend_Down,Big,11,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.755083,0.560217,0.677349,0.578999,0.292760,0.610569,0.771270,0.565938,0.648199,0.648440,0.482109,0.519520,0.391947,0.627102,0.612990,0.543629,0.244494,0.185691,0.359225,0.225832,0.270391,0.428244"
32,stim_0032.png,stim_0032.png,-0.2679,-0.191475,8,0.15,0,Trend_Down,Small,11,0,0,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.659378,0.555390,0.581549,0.471106,0.419047,0.355898,0.439760,0.517872"
33,stim_0033.png,stim_0033.png,-0.2679,-0.039039,8,0.15,1,Trend_Down,Small,11,0,0,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.560431,0.332416,0.439911,0.722085,0.656336,0.446188,0.367443,0.475190"
34,stim_0034.png,stim_0034.png,-0.2679,-0.116619,8,0.15,2,Trend_Down,Small,11,0,0,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.380590,0.464768,0.722454,0.816588,0.401868,0.392595,0.377560,0.443576"
35,stim_0035.png,stim_0035.png,-0.2679,-0.268492,8,0.15,3,Trend_Down,Small,11,0,0,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.742274,0.424483,0.791767,0.255010,0.467709,0.626649,0.232836,0.459272"
36,stim_0036.png,stim_0036.png,-0.2679,-0.134729,10,0.15,0,Trend_Down,Small,11,0,0,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.690016,0.398647,0.486304,0.482442,0.576782,0.515597,0.551251,0.415183,0.606506,0.277273"
37,stim_0037.png,stim_0037.png,-0.2679,-0.362564,10,0.15,1,Trend_Down,Small,11,0,0,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.998921,0.559951,0.469586,0.345367,0.500628,0.387854,0.434831,0.695250,0.244750,0.362862"
38,stim_0038.png,stim_0038.png,-0.2679,-0.378919,10,0.15,2,Trend_Down,Small,11,0,0,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.657719,0.667980,0.707819,0.470383,0.451428,0.443974,0.519357,0.487010,0.367944,0.226385"
39,stim_0039.png,stim_0039.png,-0.2679,-0.203391,10,0.15,3,Trend_Down,Small,11,0,0,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.810430,0.379060,0.483699,0.574950,0.436364,0.598423,0.579342,0.173837,0.541265,0.422630"
40,stim_0040.png,stim_0040.png,-0.2679,-0.39614,12,0.15,0,Trend_Down,Small,11,0,0,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.713455,0.503058,0.550796,0.857651,0.747508,0.451623,0.357118,0.227585,0.448570,0.546867,0.375202,0.220568"
41,stim_0041.png,stim_0041.png,-0.2679,-0.089632,12,0.15,1,Trend_Down,Small,11,0,0,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.336032,0.613568,0.591128,0.674131,0.569664,0.412966,0.428763,0.435470,0.563477,0.537805,0.502799,0.334196"
42,stim_0042.png,stim_0042.png,-0.2679,-0.228104,12,0.15,2,Trend_Down,Small,11,0,0,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.680809,0.641354,0.602117,0.582237,0.501874,0.520341,0.141323,0.540087,0.300484,0.564530,0.453315,0.471527"
43,stim_0043.png,stim_0043.png,-0.2679,-0.205286,12,0.15,3,Trend_Down,Small,11,0,0,"0.000000,0.090909,0.181818,0.272727,0.363636,0.454545,0.545455,0.636364,0.727273,0.818182,0.909091,1.000000","0.475544,0.437715,0.765379,0.698810,0.641111,0.411268,0.460282,0.435257,0.451239,0.398603,0.432942,0.391849"
44,stim_0044.png,stim_0044.png,-0.2679,-0.290594,14,0.15,0,Trend_Down,Small,11,0,0,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.759243,0.326778,0.555022,0.778225,0.396931,0.624010,0.593431,0.793852,0.470353,0.197310,0.288798,0.491413,0.434576,0.290056"
45,stim_0045.png,stim_0045.png,-0.2679,-0.156636,14,0.15,1,Trend_Down,Small,11,0,0,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.410621,0.680287,0.779702,0.645359,0.585835,0.424079,0.282089,0.475384,0.478554,0.282282,0.538208,0.374832,0.331038,0.711730"
46,stim_0046.png,stim_0046.png,-0.2679,-0.242836,14,0.15,2,Trend_Down,Small,11,0,0,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.522756,0.427386,0.486826,0.861651,0.658180,0.681917,0.390655,0.376831,0.532639,0.504905,0.552501,0.439833,0.259057,0.304863"
47,stim_0047.png,stim_0047.png,-0.2679,-0.224291,14,0.15,3,Trend_Down,Small,11,0,0,"0.000000,0.076923,0.153846,0.230769,0.307692,0.384615,0.461538,0.538462,0.615385,0.692308,0.769231,0.846154,0.923077,1.000000","0.381706,0.639330,0.705682,0.578487,0.653907,0.523742,0.508120,0.582502,0.402570,0.270900,0.645107,0.258393,0.568087,0.281467"
48,stim_0048.png,stim_0048.png,-0.2679,-0.156756,16,0.15,0,Trend_Down,Big,11,0,0,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.591053,0.849296,0.226092,0.653666,0.498603,0.396957,0.569581,0.477043,0.608017,0.488077,0.291677,0.357278,0.731376,0.505773,0.339497,0.416015"
49,stim_0049.png,stim_0049.png,-0.2679,-0.406866,16,0.15,1,Trend_Down,Big,11,0,0,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.639865,0.624430,0.585202,0.739222,0.562202,0.664818,0.785069,0.290520,0.651426,0.231511,0.516662,0.362931,0.443740,0.346754,0.173002,0.382646"
50,stim_0050.png,stim_0050.png,-0.2679,-0.029169,16,0.15,2,Trend_Down,Big,11,0,0,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.450268,0.528016,0.689215,0.488755,0.694735,0.346344,0.370503,0.330375,0.457510,0.290350,0.639136,0.835129,0.600643,0.425303,0.473624,0.380094"
51,stim_0051.png,stim_0051.png,-0.2679,-0.14436,16,0.15,3,Trend_Down,Big,11,0,0,"0.000000,0.066667,0.133333,0.200000,0.266667,0.333333,0.400000,0.466667,0.533333,0.600000,0.666667,0.733333,0.800000,0.866667,0.933333,1.000000","0.458894,0.504721,0.600714,0.640969,0.588563,0.685362,0.577020,0.315614,0.492650,0.438879,0.627349,0.122447,0.511722,0.514187,0.503950,0.416959"
52,stim_0052.png,stim_0052.png,-0.2679,-0.197828,18,0.15,0,Trend_Down,Big,11,0,0,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.372437,0.764544,0.883112,0.723369,0.284766,0.526590,0.530449,0.500032,0.662137,0.551725,0.112198,0.341683,0.464766,0.203442,0.548869,0.447220,0.456672,0.625991"
53,stim_0053.png,stim_0053.png,-0.2679,-0.262435,18,0.15,1,Trend_Down,Big,11,0,0,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.411059,0.769878,0.627700,0.808193,0.416690,0.471741,0.398287,0.544596,0.381871,0.672527,0.475527,0.761436,0.401352,0.462439,0.543800,0.265450,0.305005,0.282451"
54,stim_0054.png,stim_0054.png,-0.2679,-0.238835,18,0.15,2,Trend_Down,Big,11,0,0,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.549088,0.567995,0.786793,0.720475,0.427029,0.472850,0.520703,0.438437,0.469919,0.636773,0.246952,0.748094,0.270457,0.587741,0.453780,0.282962,0.486947,0.333004"
55,stim_0055.png,stim_0055.png,-0.2679,-0.289963,18,0.15,3,Trend_Down,Big,11,0,0,"0.000000,0.058824,0.117647,0.176471,0.235294,0.294118,0.352941,0.411765,0.470588,0.529412,0.588235,0.647059,0.705882,0.764706,0.823529,0.882353,0.941176,1.000000","0.539757,0.481390,0.781578,0.520258,0.766546,0.626666,0.277664,0.476015,0.944816,0.276491,0.637183,0.391438,0.449455,0.442002,0.430635,0.148578,0.450511,0.359018"
56,stim_0056.png,stim_0056.png,-0.2679,-0.280462,20,0.15,0,Trend_Down,Big,11,0,0,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.826660,0.267188,0.843060,0.439084,0.817697,0.410636,0.471011,0.563597,0.452287,0.716141,0.349736,0.400780,0.445750,0.571305,0.547696,0.638342,0.364338,0.178827,0.261186,0.434680"
57,stim_0057.png,stim_0057.png,-0.2679,-0.362462,20,0.15,1,Trend_Down,Big,11,0,0,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.668040,0.822259,0.821654,0.853275,0.429562,0.411891,0.362296,0.600625,0.527254,0.449438,0.478847,0.165746,0.543534,0.345024,0.579533,0.240139,0.599038,0.355501,0.273990,0.472355"
58,stim_0058.png,stim_0058.png,-0.2679,-0.394207,20,0.15,2,Trend_Down,Big,11,0,0,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.551300,0.793578,0.555875,0.618130,0.698931,0.310224,0.660426,0.565801,0.631122,0.614856,0.445267,0.615783,0.696541,0.577834,0.390832,0.065198,0.453492,0.260864,0.031394,0.462551"
59,stim_0059.png,stim_0059.png,-0.2679,-0.309411,20,0.15,3,Trend_Down,Big,11,0,0,"0.000000,0.052632,0.105263,0.157895,0.210526,0.263158,0.315789,0.368421,0.421053,0.473684,0.526316,0.578947,0.631579,0.684211,0.736842,0.789474,0.842105,0.894737,0.947368,1.000000","0.780093,0.594488,0.572494,0.574933,0.398925,0.661634,0.664577,0.468713,0.499094,0.551714,0.509763,0.437913,0.681497,0.218542,0.510099,0.460071,0.414811,0.374949,0.299536,0.326154"
60,stim_0060.png,stim_0060.png,-0.2679,-0.407096,22,0.15,0,Trend_Down,Big,11,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.850306,0.828789,0.677453,0.578312,0.397157,0.549012,0.488659,0.496888,0.918951,0.431559,0.371623,0.343120,0.504202,0.638038,0.356242,0.401518,0.341743,0.563323,0.423086,0.192512,0.324941,0.322567"
61,stim_0061.png,stim_0061.png,-0.2679,-0.265206,22,0.15,1,Trend_Down,Big,11,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.740289,0.845403,0.306849,0.637638,0.513730,0.355774,0.302690,0.665139,0.628763,0.641835,0.750377,0.632561,0.577993,0.325217,0.417639,0.376627,0.152148,0.594560,0.247741,0.469554,0.379171,0.438306"
62,stim_0062.png,stim_0062.png,-0.2679,-0.353752,22,0.15,2,Trend_Down,Big,11,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.596308,0.731759,0.588717,0.590699,0.645926,0.622965,0.554133,0.725993,0.402530,0.418598,0.541389,0.804292,0.668271,0.201575,0.402499,0.374154,0.197035,0.466420,0.435494,0.281717,0.352089,0.397436"
63,stim_0063.png,stim_0063.png,-0.2679,-0.188678,22,0.15,3,Trend_Down,Big,11,0,0,"0.000000,0.047619,0.095238,0.142857,0.190476,0.238095,0.285714,0.333333,0.380952,0.428571,0.476190,0.523810,0.571429,0.619048,0.666667,0.714286,0.761905,0.809524,0.857143,0.904762,0.952381,1.000000","0.703647,0.227984,0.692420,0.824861,0.734111,0.558031,0.466547,0.475194,0.336802,0.493222,0.221245,0.337203,0.733718,0.638602,0.535922,0.307276,0.627362,0.406653,0.413599,0.591868,0.458735,0.214999"
64,stim_0064.png,stim_0064.png,-0.1763,-0.442828,8,0.15,0,Trend_Down,Small,11,0,1,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.816789,0.605495,0.536637,0.356335,0.509082,0.624757,0.421189,0.129715"
65,stim_0065.png,stim_0065.png,-0.1763,-0.112335,8,0.15,1,Trend_Down,Small,11,0,0,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.418485,0.469086,0.722728,0.588335,0.525362,0.521665,0.343699,0.410639"
66,stim_0066.png,stim_0066.png,-0.1763,-0.227042,8,0.15,2,Trend_Down,Small,11,0,0,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.632977,0.457895,0.597517,0.562171,0.647063,0.384608,0.237366,0.480403"
67,stim_0067.png,stim_0067.png,-0.1763,-0.079018,8,0.15,3,Trend_Down,Small,11,0,0,"0.000000,0.142857,0.285714,0.428571,0.571429,0.714286,0.857143,1.000000","0.711857,0.465524,0.390512,0.359393,0.499313,0.606103,0.597688,0.369610"
68,stim_0068.png,stim_0068.png,-0.1763,-0.17709,10,0.15,0,Trend_Down,Small,11,0,0,"0.000000,0.111111,0.222222,0.333333,0.444444,0.555556,0.666667,0.777778,0.888889,1.000000","0.628458,0.459659,0.597454,0.349782,0.784129,0.525809,0.411957,0.356512,0.536280,0.349959"
